,Season_x,Week_x,Team 1_x,Team 2_x,Spread Open,Spread Close,Open Favorite,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Team 1 Final,Team 2 Final,Total Final,Spread Delta,Winner,Win Margin,Follow Spread?
192,2019,6,Philadelphia,Minnesota,-3.0,-3.5,Team 2,Team 2,45%,55%,20.0,38.0,58.0,0.5,Team 2,18.0,False
193,2019,6,Washington,Miami,-6.5,-6.0,Team 1,Team 1,46%,54%,17.0,16.0,33.0,-0.5,Team 1,1.0,False
194,2019,6,SanFrancisco,LARams,-5.0,-3.0,Team 2,Team 2,28%,72%,20.0,7.0,27.0,-2.0,Team 1,13.0,False
195,2019,6,Atlanta,Arizona,-2.5,-3.0,Team 1,Team 1,71%,29%,33.0,34.0,67.0,0.5,Team 2,1.0,True
196,2019,6,Dallas,NYJets,-7.0,-7.0,Team 1,Team 1,63%,37%,22.0,24.0,46.0,0.0,Team 2,2.0,False
197,2019,6,Tennessee,Denver,0.0,-1.0,No Favorite,Team 2,47%,53%,0.0,16.0,16.0,1.0,Team 2,16.0,False
198,2019,6,Pittsburgh,LAChargers,-5.5,-6.0,Team 2,Team 2,32%,68%,24.0,17.0,41.0,0.5,Team 1,7.0,True
199,2019,6,Detroit,GreenBay,-5.5,-3.5,Team 2,Team 2,41%,59%,22.0,23.0,45.0,-2.0,Team 2,1.0,False
200,2019,7,KansasCity,Denver,,-3.0,Team 1,Team 1,69%,31%,30.0,6.0,36.0,,Team 1,24.0,False
201,2019,7,Arizona,NYGiants,-3.0,-3.5,Team 2,Team 2,48%,52%,27.0,21.0,48.0,0.5,Team 1,6.0,True
202,2019,7,Houston,Indianapolis,,-1.5,Team 1,Team 2,52%,48%,23.0,30.0,53.0,,Team 2,7.0,False
203,2019,7,Miami,Buffalo,,-17.0,Team 1,Team 2,69%,31%,21.0,31.0,52.0,,Team 2,10.0,True
204,2019,7,Minnesota,Detroit,0.0,-2.5,No Favorite,Team 1,53%,47%,42.0,30.0,72.0,2.5,Team 1,12.0,False
205,2019,7,Oakland,GreenBay,,-6.0,Team 1,Team 2,53%,47%,24.0,42.0,66.0,,Team 2,18.0,False
206,2019,7,Jacksonville,Cincinnati,,-4.5,Team 1,Team 1,66%,34%,27.0,17.0,44.0,,Team 1,10.0,False
207,2019,7,LARams,Atlanta,,-3.0,Team 1,Team 1,68%,32%,37.0,10.0,47.0,,Team 1,27.0,False
208,2019,7,SanFrancisco,Washington,,-10.0,Team 1,Team 1,76%,24%,9.0,0.0,9.0,,Team 1,9.0,True
209,2019,7,LAChargers,Tennessee,,-2.5,Team 1,Team 2,56%,44%,20.0,23.0,43.0,,Team 2,3.0,False
210,2019,7,Baltimore,Seattle,,-3.0,Team 1,Team 2,46%,54%,30.0,16.0,46.0,,Team 1,14.0,True
211,2019,7,NewOrleans,Chicago,,-4.5,Team 1,Team 2,45%,55%,36.0,25.0,61.0,,Team 1,11.0,True
212,2019,7,Philadelphia,Dallas,,-3.0,Team 1,Team 2,51%,49%,10.0,37.0,47.0,,Team 2,27.0,False
213,2019,7,NewEngland,NYJets,-9.5,-9.5,Team 1,Team 1,56%,44%,33.0,0.0,33.0,0.0,Team 1,33.0,True
214,2019,8,Washington,Minnesota,-14.0,-16.5,Team 2,Team 2,43%,57%,9.0,19.0,28.0,2.5,Team 2,10.0,True
215,2019,8,NYGiants,Detroit,-7.5,-6.5,Team 2,Team 2,43%,57%,26.0,31.0,57.0,-1.0,Team 2,5.0,False
216,2019,8,TampaBay,Tennessee,-2.5,-1.5,Team 2,Team 2,59%,41%,23.0,27.0,50.0,-1.0,Team 2,4.0,True
217,2019,8,LAChargers,Chicago,,-3.5,Team 1,Team 2,39%,61%,17.0,16.0,33.0,,Team 1,1.0,True
218,2019,8,Seattle,Atlanta,-3.5,-7.5,Team 1,Team 1,69%,31%,27.0,20.0,47.0,4.0,Team 1,7.0,True
219,2019,8,NYJets,Jacksonville,-4.0,-7.0,Team 2,Team 2,50%,50%,15.0,29.0,44.0,3.0,Team 2,14.0,False
220,2019,8,Philadelphia,Buffalo,-1.5,-1.0,Team 2,Team 2,62%,38%,31.0,13.0,44.0,-0.5,Team 1,18.0,False
221,2019,8,Cincinnati,LARams,,-11.5,Team 1,Team 2,25%,75%,10.0,24.0,34.0,,Team 2,14.0,False
222,2019,8,Arizona,NewOrleans,-7.5,-12.5,Team 2,Team 2,53%,47%,9.0,31.0,40.0,5.0,Team 2,22.0,False
223,2019,8,Oakland,Houston,,-5.5,Team 1,Team 2,30%,70%,24.0,27.0,51.0,,Team 2,3.0,True
224,2019,8,Carolina,SanFrancisco,,-4.0,Team 1,Team 2,61%,39%,13.0,51.0,64.0,,Team 2,38.0,False
225,2019,8,Denver,Indianapolis,,-6.0,Team 1,Team 2,32%,68%,13.0,15.0,28.0,,Team 2,2.0,True
226,2019,8,Cleveland,NewEngland,-11.0,-10.0,Team 2,Team 2,29%,71%,13.0,27.0,40.0,-1.0,Team 2,14.0,True
227,2019,8,GreenBay,KansasCity,-4.0,-5.5,Team 2,Team 1,64%,36%,31.0,24.0,55.0,1.5,Team 1,7.0,False
228,2019,8,Miami,Pittsburgh,,-14.0,Team 1,Team 2,59%,41%,14.0,27.0,41.0,,Team 2,13.0,True
229,2019,9,SanFrancisco,Arizona,-7.0,-10.0,Team 1,Team 1,60%,40%,28.0,25.0,53.0,3.0,Team 1,3.0,True
230,2019,9,Houston,Jacksonville,-3.0,-1.0,Team 1,Team 2,52%,48%,26.0,3.0,29.0,-2.0,Team 1,23.0,False
231,2019,9,Washington,Buffalo,-10.0,-10.5,Team 2,Team 2,44%,56%,9.0,24.0,33.0,0.5,Team 2,15.0,False
232,2019,9,Tennessee,Carolina,-4.5,-3.5,Team 2,Team 2,39%,61%,20.0,30.0,50.0,-1.0,Team 2,10.0,True
233,2019,9,Chicago,Philadelphia,-3.0,-5.0,Team 2,Team 2,39%,61%,14.0,22.0,36.0,2.0,Team 2,8.0,False
234,2019,9,Minnesota,KansasCity,-3.5,-5.5,Team 2,Team 1,54%,46%,23.0,26.0,49.0,2.0,Team 2,3.0,True
235,2019,9,NYJets,Miami,-6.5,-3.5,Team 1,Team 1,46%,54%,18.0,26.0,44.0,-3.0,Team 2,8.0,False
236,2019,9,Indianapolis,Pittsburgh,0.0,-1.0,No Favorite,Team 2,57%,43%,24.0,26.0,50.0,1.0,Team 2,2.0,False
237,2019,9,Detroit,Oakland,0.0,-2.5,No Favorite,Team 2,42%,58%,24.0,31.0,55.0,2.5,Team 2,7.0,False
238,2019,9,TampaBay,Seattle,-5.5,-4.0,Team 2,Team 2,33%,67%,34.0,40.0,74.0,-1.5,Team 2,6.0,True
239,2019,9,Cleveland,Denver,-1.0,-4.0,Team 2,Team 1,77%,23%,19.0,24.0,43.0,3.0,Team 2,5.0,True
240,2019,9,GreenBay,LAChargers,-4.0,-4.0,Team 1,Team 1,77%,23%,11.0,26.0,37.0,0.0,Team 2,15.0,False
241,2019,9,NewEngland,Baltimore,-6.5,-3.0,Team 1,Team 1,71%,29%,20.0,37.0,57.0,-3.5,Team 2,17.0,False
242,2019,9,Dallas,NYGiants,-9.0,-6.5,Team 1,Team 1,67%,33%,37.0,18.0,55.0,-2.5,Team 1,19.0,True
243,2019,10,LAChargers,Oakland,-1.5,-1.5,Team 2,Team 1,59%,41%,24.0,26.0,50.0,0.0,Team 2,2.0,False
244,2019,10,KansasCity,Tennessee,-3.0,-5.5,Team 1,Team 1,66%,34%,32.0,35.0,67.0,2.5,Team 2,3.0,True
245,2019,10,Buffalo,Cleveland,-2.5,-3.0,Team 2,Team 2,39%,61%,16.0,19.0,35.0,0.5,Team 2,3.0,False
246,2019,10,Arizona,TampaBay,-5.5,-5.5,Team 2,Team 2,64%,36%,27.0,30.0,57.0,0.0,Team 2,3.0,False
247,2019,10,NYGiants,NYJets,-1.5,-3.0,Team 2,Team 1,53%,47%,27.0,34.0,61.0,1.5,Team 2,7.0,True
248,2019,10,Atlanta,NewOrleans,-13.0,-13.5,Team 2,Team 2,48%,52%,26.0,9.0,35.0,0.5,Team 1,17.0,True
249,2019,10,Baltimore,Cincinnati,-10.0,-10.5,Team 1,Team 1,51%,49%,49.0,13.0,62.0,0.5,Team 1,36.0,False
250,2019,10,Carolina,GreenBay,-7.0,-5.0,Team 2,Team 2,33%,67%,16.0,24.0,40.0,-2.0,Team 2,8.0,True
251,2019,10,Detroit,Chicago,-3.5,-6.5,Team 2,Team 2,36%,64%,13.0,20.0,33.0,3.0,Team 2,7.0,False
252,2019,10,Miami,Indianapolis,-15.5,-11.0,Team 2,Team 2,65%,35%,16.0,12.0,28.0,-4.5,Team 1,4.0,False
253,2019,10,LARams,Pittsburgh,-3.5,-4.5,Team 1,Team 1,68%,32%,12.0,17.0,29.0,1.0,Team 2,5.0,True
254,2019,10,Minnesota,Dallas,-3.0,-3.0,Team 2,Team 2,47%,53%,28.0,24.0,52.0,0.0,Team 1,4.0,False
255,2019,10,Seattle,SanFrancisco,-6.0,-6.5,Team 2,Team 2,59%,41%,27.0,24.0,51.0,0.5,Team 1,3.0,True
256,2019,11,Pittsburgh,Cleveland,-3.0,-3.0,Team 2,Team 2,54%,46%,7.0,21.0,28.0,0.0,Team 2,14.0,True
257,2019,11,Dallas,Detroit,-2.5,-7.0,Team 1,Team 1,74%,26%,35.0,27.0,62.0,4.5,Team 1,8.0,False
258,2019,11,NewOrleans,TampaBay,-5.0,-5.5,Team 1,Team 1,62%,38%,34.0,17.0,51.0,0.5,Team 1,17.0,False
259,2019,11,Atlanta,Carolina,-7.0,-3.5,Team 2,Team 2,46%,54%,29.0,3.0,32.0,-3.5,Team 1,26.0,False
260,2019,11,Jacksonville,Indianapolis,-3.5,-2.5,Team 2,Team 2,40%,60%,13.0,33.0,46.0,-1.0,Team 2,20.0,True
261,2019,11,Denver,Minnesota,-10.5,-10.0,Team 2,Team 2,25%,75%,23.0,27.0,50.0,-0.5,Team 2,4.0,False
262,2019,11,NYJets,Washington,-1.5,-1.5,Team 2,Team 2,58%,42%,34.0,17.0,51.0,0.0,Team 1,17.0,False
263,2019,11,Buffalo,Miami,-7.5,-7.0,Team 1,Team 1,61%,39%,37.0,20.0,57.0,-0.5,Team 1,17.0,True
264,2019,11,Houston,Baltimore,-5.0,-4.5,Team 2,Team 2,61%,39%,7.0,41.0,48.0,-0.5,Team 2,34.0,True
265,2019,11,Arizona,SanFrancisco,-14.0,-10.0,Team 2,Team 2,49%,51%,26.0,36.0,62.0,-4.0,Team 2,10.0,True
266,2019,11,NewEngland,Philadelphia,-3.0,-4.5,Team 1,Team 1,71%,29%,17.0,10.0,27.0,1.5,Team 1,7.0,False
267,2019,11,Cincinnati,Oakland,-8.0,-13.0,Team 2,Team 2,51%,49%,10.0,17.0,27.0,5.0,Team 2,7.0,True
268,2019,11,Chicago,LARams,-7.5,-5.5,Team 2,Team 2,37%,63%,7.0,17.0,24.0,-2.0,Team 2,10.0,True
269,2019,11,KansasCity,LAChargers,-3.0,-6.0,Team 1,Team 1,59%,41%,24.0,17.0,41.0,3.0,Team 1,7.0,False
270,2019,12,Indianapolis,Houston,-5.5,-3.5,Team 2,Team 2,43%,57%,17.0,20.0,37.0,-2.0,Team 2,3.0,False
271,2019,12,Miami,Cleveland,-9.0,-10.5,Team 2,Team 2,46%,54%,24.0,41.0,65.0,1.5,Team 2,17.0,False
272,2019,12,Denver,Buffalo,-5.5,-4.0,Team 2,Team 2,47%,53%,3.0,20.0,23.0,-1.5,Team 2,17.0,True
273,2019,12,Pittsburgh,Cincinnati,-7.0,-6.0,Team 1,Team 1,55%,45%,16.0,10.0,26.0,-1.0,Team 1,6.0,True
274,2019,12,NYGiants,Chicago,-7.0,-6.0,Team 2,Team 2,51%,49%,14.0,19.0,33.0,-1.0,Team 2,5.0,False
275,2019,12,Oakland,NYJets,-3.0,-3.5,Team 1,Team 1,51%,49%,3.0,34.0,37.0,0.5,Team 2,31.0,True
276,2019,12,Carolina,NewOrleans,-7.0,-10.0,Team 2,Team 2,43%,57%,31.0,34.0,65.0,3.0,Team 2,3.0,True
277,2019,12,TampaBay,Atlanta,-3.0,-3.5,Team 2,Team 2,33%,67%,35.0,22.0,57.0,0.5,Team 1,13.0,True
278,2019,12,Detroit,Washington,-1.5,-4.0,Team 1,Team 1,72%,28%,16.0,19.0,35.0,2.5,Team 2,3.0,True
279,2019,12,Jacksonville,Tennessee,-2.5,-4.5,Team 2,Team 2,51%,49%,20.0,42.0,62.0,2.0,Team 2,22.0,False
280,2019,12,Dallas,NewEngland,-7.0,-5.5,Team 2,Team 2,39%,61%,9.0,13.0,22.0,-1.5,Team 2,4.0,False
281,2019,12,GreenBay,SanFrancisco,-3.5,-3.0,Team 2,Team 2,63%,37%,8.0,37.0,45.0,-0.5,Team 2,29.0,True
282,2019,12,Seattle,Philadelphia,-3.0,-1.5,Team 2,Team 1,67%,33%,17.0,9.0,26.0,-1.5,Team 1,8.0,True
283,2019,12,Baltimore,LARams,0.0,-3.0,No Favorite,Team 1,64%,36%,45.0,6.0,51.0,3.0,Team 1,39.0,False
284,2019,13,Chicago,Detroit,-1.5,-5.5,Team 2,Team 1,71%,29%,24.0,20.0,44.0,4.0,Team 1,4.0,True
285,2019,13,Buffalo,Dallas,-7.0,-6.5,Team 2,Team 2,48%,52%,26.0,15.0,41.0,-0.5,Team 1,11.0,False
286,2019,13,NewOrleans,Atlanta,-5.5,-7.0,Team 1,Team 1,78%,22%,26.0,18.0,44.0,1.5,Team 1,8.0,False
287,2019,13,GreenBay,NYGiants,-7.5,-6.5,Team 1,Team 1,84%,16%,31.0,13.0,44.0,-1.0,Team 1,18.0,True
288,2019,13,Washington,Carolina,-9.0,-10.5,Team 2,Team 2,36%,64%,29.0,21.0,50.0,1.5,Team 1,8.0,True
289,2019,13,SanFrancisco,Baltimore,-4.5,-6.0,Team 2,Team 2,33%,67%,17.0,20.0,37.0,1.5,Team 2,3.0,True
290,2019,13,Tennessee,Indianapolis,-3.5,-1.0,Team 2,Team 1,58%,42%,31.0,17.0,48.0,-2.5,Team 1,14.0,True
291,2019,13,Philadelphia,Miami,-7.5,-10.0,Team 1,Team 1,73%,27%,31.0,37.0,68.0,2.5,Team 2,6.0,True
292,2019,13,Oakland,KansasCity,-8.5,-11.0,Team 2,Team 2,26%,74%,9.0,40.0,49.0,2.5,Team 2,31.0,False
293,2019,13,TampaBay,Jacksonville,-4.5,-3.0,Team 2,Team 1,53%,47%,28.0,11.0,39.0,-1.5,Team 1,17.0,True
294,2019,13,NYJets,Cincinnati,-3.5,-2.5,Team 1,Team 1,66%,34%,6.0,22.0,28.0,-1.0,Team 2,16.0,False
295,2019,13,LARams,Arizona,-3.5,-2.5,Team 1,Team 1,71%,29%,34.0,7.0,41.0,-1.0,Team 1,27.0,True
296,2019,13,LAChargers,Denver,-1.5,-4.5,Team 2,Team 1,70%,30%,20.0,23.0,43.0,3.0,Team 2,3.0,True
297,2019,13,Cleveland,Pittsburgh,-3.0,-1.0,Team 2,Team 1,56%,44%,13.0,20.0,33.0,-2.0,Team 2,7.0,False
298,2019,13,NewEngland,Houston,-4.5,-3.5,Team 1,Team 1,66%,34%,22.0,28.0,50.0,-1.0,Team 2,6.0,False
299,2019,13,Minnesota,Seattle,-3.0,-3.0,Team 2,Team 2,33%,67%,30.0,37.0,67.0,0.0,Team 2,7.0,True
300,2019,14,Dallas,Chicago,-3.0,-3.0,Team 1,Team 1,71%,29%,24.0,31.0,55.0,0.0,Team 2,7.0,False
301,2019,14,Baltimore,Buffalo,-7.0,-6.5,Team 1,Team 1,61%,39%,24.0,17.0,41.0,-0.5,Team 1,7.0,True
302,2019,14,Washington,GreenBay,-14.5,-13.0,Team 2,Team 2,45%,55%,15.0,20.0,35.0,-1.5,Team 2,5.0,False
303,2019,14,Denver,Houston,-7.5,-8.0,Team 2,Team 2,51%,49%,38.0,24.0,62.0,0.5,Team 1,14.0,True
304,2019,14,SanFrancisco,NewOrleans,-3.0,-1.5,Team 2,Team 2,55%,45%,48.0,46.0,94.0,-1.5,Team 1,2.0,False
305,2019,14,Cincinnati,Cleveland,-10.5,-6.5,Team 2,Team 2,45%,55%,19.0,27.0,46.0,-4.0,Team 2,8.0,True
306,2019,14,Carolina,Atlanta,-1.0,-3.5,Team 2,Team 2,41%,59%,20.0,40.0,60.0,2.5,Team 2,20.0,False
307,2019,14,Detroit,Minnesota,-14.0,-12.5,Team 2,Team 2,33%,67%,7.0,20.0,27.0,-1.5,Team 2,13.0,True
308,2019,14,Miami,NYJets,-7.5,-5.0,Team 2,Team 2,55%,45%,21.0,22.0,43.0,-2.5,Team 2,1.0,False
309,2019,14,Indianapolis,TampaBay,-1.0,-3.0,Team 2,Team 2,51%,49%,35.0,38.0,73.0,2.0,Team 2,3.0,False
310,2019,14,LAChargers,Jacksonville,-1.0,-3.5,Team 1,Team 1,67%,33%,45.0,10.0,55.0,2.5,Team 1,35.0,False
311,2019,14,KansasCity,NewEngland,-4.0,-3.0,Team 2,Team 2,37%,63%,23.0,16.0,39.0,-1.0,Team 1,7.0,False
312,2019,14,Pittsburgh,Arizona,0.0,-2.0,No Favorite,Team 1,51%,49%,23.0,17.0,40.0,2.0,Team 1,6.0,False
313,2019,14,Tennessee,Oakland,0.0,-3.0,No Favorite,Team 1,52%,48%,42.0,21.0,63.0,3.0,Team 1,21.0,False
314,2019,14,Seattle,LARams,-3.0,0.0,Team 1,No Favorite,56%,44%,12.0,28.0,40.0,-3.0,Team 2,16.0,False
315,2019,14,NYGiants,Philadelphia,-8.0,-9.0,Team 2,Team 2,52%,48%,17.0,23.0,40.0,1.0,Team 2,6.0,True
316,2019,15,NYJets,Baltimore,-14.0,-17.0,Team 2,Team 2,54%,46%,21.0,42.0,63.0,3.0,Team 2,21.0,False
317,2019,15,TampaBay,Detroit,-4.0,-6.0,Team 1,Team 1,58%,42%,38.0,17.0,55.0,2.0,Team 1,21.0,False
318,2019,15,Philadelphia,Washington,-6.0,-6.5,Team 1,Team 1,53%,47%,37.0,27.0,64.0,0.5,Team 1,10.0,False
319,2019,15,Chicago,GreenBay,-7.0,-4.5,Team 2,Team 2,49%,51%,13.0,21.0,34.0,-2.5,Team 2,8.0,True
320,2019,15,NewEngland,Cincinnati,-10.5,-10.5,Team 1,Team 1,81%,19%,34.0,13.0,47.0,0.0,Team 1,21.0,True
321,2019,15,Houston,Tennessee,-1.5,-3.0,Team 2,Team 2,42%,58%,24.0,21.0,45.0,1.5,Team 1,3.0,True
322,2019,15,Seattle,Carolina,-4.5,-6.0,Team 1,Team 1,76%,24%,30.0,24.0,54.0,1.5,Team 1,6.0,False
323,2019,15,Denver,KansasCity,-13.0,-9.5,Team 2,Team 2,59%,41%,3.0,23.0,26.0,-3.5,Team 2,20.0,True
324,2019,15,Miami,NYGiants,-3.5,-3.5,Team 2,Team 2,53%,47%,20.0,36.0,56.0,0.0,Team 2,16.0,True
325,2019,15,Buffalo,Pittsburgh,-1.0,-1.0,Team 2,Team 2,64%,36%,17.0,10.0,27.0,0.0,Team 1,7.0,False
326,2019,15,Jacksonville,Oakland,-4.5,-7.0,Team 2,Team 2,42%,58%,20.0,16.0,36.0,2.5,Team 1,4.0,True
327,2019,15,Cleveland,Arizona,-2.5,-3.0,Team 1,Team 1,71%,29%,24.0,38.0,62.0,0.5,Team 2,14.0,True
328,2019,15,Atlanta,SanFrancisco,-11.5,-10.0,Team 2,Team 2,34%,66%,29.0,22.0,51.0,-1.5,Team 1,7.0,False
329,2019,15,LARams,Dallas,-4.0,-1.0,Team 2,Team 1,79%,21%,21.0,44.0,65.0,-3.0,Team 2,23.0,False
330,2019,15,Minnesota,LAChargers,-3.0,-1.5,Team 1,Team 1,68%,32%,39.0,10.0,49.0,-1.5,Team 1,29.0,True
331,2019,15,Indianapolis,NewOrleans,-9.0,-8.5,Team 2,Team 2,41%,59%,7.0,34.0,41.0,-0.5,Team 2,27.0,True
332,2019,16,LARams,SanFrancisco,0.0,-7.0,No Favorite,Team 2,33%,67%,31.0,34.0,65.0,7.0,Team 2,3.0,True
333,2019,16,Buffalo,NewEngland,-7.0,-6.5,Team 2,Team 2,52%,48%,17.0,24.0,41.0,-0.5,Team 2,7.0,True
334,2019,16,Houston,TampaBay,-1.0,-3.0,Team 2,Team 1,70%,30%,23.0,20.0,43.0,2.0,Team 1,3.0,False
335,2019,16,Detroit,Denver,0.0,-8.0,No Favorite,Team 2,34%,66%,17.0,27.0,44.0,8.0,Team 2,10.0,False
336,2019,16,Oakland,LAChargers,-6.5,-7.5,Team 2,Team 2,41%,59%,24.0,17.0,41.0,1.0,Team 1,7.0,True
337,2019,16,Jacksonville,Atlanta,-7.0,-7.5,Team 2,Team 2,44%,56%,12.0,24.0,36.0,0.5,Team 2,12.0,False
338,2019,16,NewOrleans,Tennessee,-1.5,-3.0,Team 1,Team 1,70%,30%,38.0,28.0,66.0,1.5,Team 1,10.0,False
339,2019,16,NYGiants,Washington,-3.0,-1.0,Team 2,Team 1,43%,57%,41.0,35.0,76.0,-2.0,Team 1,6.0,True
340,2019,16,Pittsburgh,NYJets,-3.0,-3.0,Team 1,Team 1,36%,64%,10.0,16.0,26.0,0.0,Team 2,6.0,False
341,2019,16,Cincinnati,Miami,-3.0,-1.5,Team 2,Team 1,53%,47%,35.0,38.0,73.0,-1.5,Team 2,3.0,False
342,2019,16,Carolina,Indianapolis,-6.5,-7.0,Team 2,Team 2,55%,45%,6.0,38.0,44.0,0.5,Team 2,32.0,False
343,2019,16,Baltimore,Cleveland,-7.0,-10.0,Team 1,Team 1,75%,25%,31.0,15.0,46.0,3.0,Team 1,16.0,False
344,2019,16,Dallas,Philadelphia,0.0,-2.5,No Favorite,Team 1,61%,39%,9.0,17.0,26.0,2.5,Team 2,8.0,True
345,2019,16,Arizona,Seattle,-9.5,-8.0,Team 2,Team 2,40%,60%,27.0,13.0,40.0,-1.5,Team 1,14.0,False
346,2019,16,KansasCity,Chicago,-4.0,-7.0,Team 1,Team 1,60%,40%,26.0,3.0,29.0,3.0,Team 1,23.0,False
347,2019,16,GreenBay,Minnesota,-4.5,-4.5,Team 2,Team 2,60%,40%,23.0,10.0,33.0,0.0,Team 1,13.0,False
348,2019,17,Tennessee,Houston,0.0,-9.5,No Favorite,Team 1,68%,32%,35.0,14.0,49.0,9.5,Team 1,21.0,False
349,2019,17,Cleveland,Cincinnati,-2.5,-2.5,Team 1,Team 1,64%,36%,23.0,33.0,56.0,0.0,Team 2,10.0,False
350,2019,17,Chicago,Minnesota,-7.5,-4.5,Team 2,Team 1,59%,41%,21.0,19.0,40.0,-3.0,Team 1,2.0,False
351,2019,17,Indianapolis,Jacksonville,-1.0,-5.5,Team 2,Team 1,69%,31%,20.0,38.0,58.0,4.5,Team 2,18.0,True
352,2019,17,Atlanta,TampaBay,-2.5,-1.0,Team 2,Team 2,69%,31%,28.0,22.0,50.0,-1.5,Team 1,6.0,False
353,2019,17,Washington,Dallas,-7.0,-12.5,Team 2,Team 2,36%,64%,16.0,47.0,63.0,5.5,Team 2,31.0,False
354,2019,17,NewOrleans,Carolina,-11.5,-14.0,Team 1,Team 1,73%,27%,42.0,10.0,52.0,2.5,Team 1,32.0,False
355,2019,17,Philadelphia,NYGiants,-5.5,-3.5,Team 1,Team 1,48%,52%,34.0,17.0,51.0,-2.0,Team 1,17.0,True
356,2019,17,Pittsburgh,Baltimore,-3.5,-1.5,Team 2,Team 1,53%,47%,10.0,28.0,38.0,-2.0,Team 2,18.0,False
357,2019,17,NYJets,Buffalo,-4.0,-1.0,Team 2,Team 1,59%,41%,13.0,6.0,19.0,-3.0,Team 1,7.0,True
358,2019,17,Miami,NewEngland,-14.0,-17.0,Team 2,Team 2,31%,69%,27.0,24.0,51.0,3.0,Team 1,3.0,True
359,2019,17,GreenBay,Detroit,-10.5,-13.0,Team 1,Team 1,74%,26%,23.0,20.0,43.0,2.5,Team 1,3.0,True
360,2019,17,LAChargers,KansasCity,-7.5,-10.0,Team 2,Team 2,17%,83%,21.0,31.0,52.0,2.5,Team 2,10.0,False
361,2019,17,Arizona,LARams,-7.5,-7.0,Team 2,Team 2,43%,57%,24.0,31.0,55.0,-0.5,Team 2,7.0,True
362,2019,17,SanFrancisco,Seattle,-1.0,-3.5,Team 2,Team 1,47%,53%,26.0,21.0,47.0,2.5,Team 1,5.0,False
363,2019,17,Oakland,Denver,-5.0,-4.5,Team 2,Team 2,71%,29%,15.0,16.0,31.0,-0.5,Team 2,1.0,False
364,2019,18,Buffalo,Houston,-3.0,-2.5,Team 2,Team 2,49%,51%,19.0,22.0,41.0,-0.5,Team 2,3.0,True
365,2019,18,Tennessee,NewEngland,-5.5,-5.0,Team 2,Team 2,35%,65%,20.0,13.0,33.0,-0.5,Team 1,7.0,False
366,2019,18,Minnesota,NewOrleans,-8.0,-7.0,Team 2,Team 2,32%,68%,26.0,20.0,46.0,-1.0,Team 1,6.0,False
367,2019,18,Seattle,Philadelphia,-1.0,0.0,Team 2,No Favorite,76%,24%,17.0,9.0,26.0,-1.0,Team 1,8.0,False
368,2019,19,Minnesota,SanFrancisco,-7.0,-7.0,Team 2,Team 2,58%,42%,10.0,27.0,37.0,0.0,Team 2,17.0,True
369,2019,19,Tennessee,Baltimore,-10.0,-10.0,Team 2,Team 2,38%,62%,28.0,12.0,40.0,0.0,Team 1,16.0,False
370,2019,19,Houston,KansasCity,-9.0,-10.0,Team 2,Team 2,46%,54%,31.0,51.0,82.0,1.0,Team 2,20.0,False
371,2019,19,Seattle,GreenBay,-3.5,-4.5,Team 2,Team 2,43%,57%,23.0,28.0,51.0,1.0,Team 2,5.0,False
372,2019,20,GreenBay,SanFrancisco,-7.0,-8.0,Team 2,Team 2,47%,53%,20.0,37.0,57.0,1.0,Team 2,17.0,False
373,2019,20,Tennessee,KansasCity,-7.5,-7.0,Team 2,Team 2,38%,62%,24.0,35.0,59.0,-0.5,Team 2,11.0,True
374,2019,22,SanFrancisco,KansasCity,-1.5,-1.5,Team 2,Team 2,45%,55%,20.0,31.0,51.0,0.0,Team 2,11.0,True
375,2018,1,Atlanta,Philadelphia,-4.0,0.0,Team 2,No Favorite,62%,38%,12.0,18.0,30.0,-4.0,Team 2,6.0,False
376,2018,1,Pittsburgh,Cleveland,-7.0,-3.5,Team 1,Team 1,65%,35%,21.0,21.0,42.0,-3.5,Draw,0.0,False
377,2018,1,SanFrancisco,Minnesota,-5.0,-6.5,Team 2,Team 2,27%,73%,16.0,24.0,40.0,1.5,Team 2,8.0,False
378,2018,1,Cincinnati,Indianapolis,-1.5,-1.0,Team 2,Team 1,72%,28%,34.0,23.0,57.0,-0.5,Team 1,11.0,True
379,2018,1,Buffalo,Baltimore,-3.0,-8.0,Team 2,Team 2,38%,62%,3.0,47.0,50.0,5.0,Team 2,44.0,False
380,2018,1,Jacksonville,NYGiants,-3.0,-3.0,Team 1,Team 1,45%,55%,20.0,15.0,35.0,0.0,Team 1,5.0,True
381,2018,1,TampaBay,NewOrleans,-7.5,-10.0,Team 2,Team 2,31%,69%,48.0,40.0,88.0,2.5,Team 1,8.0,True
382,2018,1,Houston,NewEngland,,-6.0,Team 1,Team 2,44%,56%,20.0,27.0,47.0,,Team 2,7.0,False
383,2018,1,Tennessee,Miami,,0.0,Team 1,No Favorite,62%,38%,20.0,27.0,47.0,,Team 2,7.0,True
384,2018,1,KansasCity,LAChargers,,-3.5,Team 1,Team 2,46%,54%,38.0,28.0,66.0,,Team 1,10.0,True
385,2018,1,Seattle,Denver,-1.5,-3.0,Team 2,Team 2,30%,70%,24.0,27.0,51.0,1.5,Team 2,3.0,False
386,2018,1,Dallas,Carolina,-2.5,-3.0,Team 2,Team 2,23%,77%,8.0,16.0,24.0,0.5,Team 2,8.0,False
