,_id,Team,Final,Season,Week
178,5f993e482aa4ba0deeabcac4,Pittsburgh (2-1),3,2016,3
179,5f993e482aa4ba0deeabcac5,Philadelphia (3-0),34,2016,3
180,5f993e482aa4ba0deeabcac6,Chicago (0-3),17,2016,3
181,5f993e482aa4ba0deeabcac7,Dallas (2-1),31,2016,3
182,5f993e482aa4ba0deeabcac8,Atlanta (2-1),45,2016,3
183,5f993e482aa4ba0deeabcac9,New Orleans (0-3),32,2016,3
184,5f993e492aa4ba0deeabcacb,Miami (1-3),7,2016,4
185,5f993e492aa4ba0deeabcacc,Cincinnati (2-2),22,2016,4
186,5f993e492aa4ba0deeabcacd,Indianapolis (1-3),27,2016,4
187,5f993e492aa4ba0deeabcace,Jacksonville (1-3),30,2016,4
188,5f993e492aa4ba0deeabcacf,Tennessee (1-3),20,2016,4
189,5f993e492aa4ba0deeabcad0,Houston (3-1),27,2016,4
190,5f993e492aa4ba0deeabcad1,Cleveland (0-4),20,2016,4
191,5f993e492aa4ba0deeabcad2,Washington (2-2),31,2016,4
192,5f993e492aa4ba0deeabcad3,Seattle (3-1),27,2016,4
193,5f993e492aa4ba0deeabcad4,NY Jets (1-3),17,2016,4
194,5f993e492aa4ba0deeabcad5,Buffalo (2-2),16,2016,4
195,5f993e492aa4ba0deeabcad6,New England (3-1),0,2016,4
196,5f993e492aa4ba0deeabcad7,Carolina (1-3),33,2016,4
197,5f993e492aa4ba0deeabcad8,Atlanta (3-1),48,2016,4
198,5f993e492aa4ba0deeabcad9,Oakland (3-1),28,2016,4
199,5f993e492aa4ba0deeabcada,Baltimore (3-1),27,2016,4
200,5f993e492aa4ba0deeabcadb,Detroit (1-3),14,2016,4
201,5f993e492aa4ba0deeabcadc,Chicago (1-3),17,2016,4
202,5f993e492aa4ba0deeabcadd,Denver (4-0),27,2016,4
203,5f993e492aa4ba0deeabcade,Tampa Bay (1-3),7,2016,4
204,5f993e492aa4ba0deeabcadf,Los Angeles (3-1),17,2016,4
205,5f993e492aa4ba0deeabcae0,Arizona (1-3),13,2016,4
206,5f993e492aa4ba0deeabcae1,New Orleans (1-3),35,2016,4
207,5f993e492aa4ba0deeabcae2,San Diego (1-3),34,2016,4
208,5f993e492aa4ba0deeabcae3,Dallas (3-1),24,2016,4
209,5f993e492aa4ba0deeabcae4,San Francisco (1-3),17,2016,4
210,5f993e492aa4ba0deeabcae5,Kansas City (2-2),14,2016,4
211,5f993e492aa4ba0deeabcae6,Pittsburgh (3-1),43,2016,4
212,5f993e492aa4ba0deeabcae7,NY Giants (2-2),10,2016,4
213,5f993e492aa4ba0deeabcae8,Minnesota (4-0),24,2016,4
214,5f993e4a2aa4ba0deeabcaea,Arizona (2-3),33,2016,5
215,5f993e4a2aa4ba0deeabcaeb,San Francisco (1-4),21,2016,5
216,5f993e4a2aa4ba0deeabcaec,New England (4-1),33,2016,5
217,5f993e4a2aa4ba0deeabcaed,Cleveland (0-5),13,2016,5
218,5f993e4a2aa4ba0deeabcaee,Philadelphia (3-1),23,2016,5
219,5f993e4a2aa4ba0deeabcaef,Detroit (2-3),24,2016,5
220,5f993e4a2aa4ba0deeabcaf0,Chicago (1-4),23,2016,5
221,5f993e4a2aa4ba0deeabcaf1,Indianapolis (2-3),29,2016,5
222,5f993e4a2aa4ba0deeabcaf2,Tennessee (2-3),30,2016,5
223,5f993e4a2aa4ba0deeabcaf3,Miami (1-4),17,2016,5
224,5f993e4a2aa4ba0deeabcaf4,Washington (3-2),16,2016,5
225,5f993e4a2aa4ba0deeabcaf5,Baltimore (3-2),10,2016,5
226,5f993e4a2aa4ba0deeabcaf6,Houston (3-2),13,2016,5
227,5f993e4a2aa4ba0deeabcaf7,Minnesota (5-0),31,2016,5
228,5f993e4a2aa4ba0deeabcaf8,NY Jets (1-4),13,2016,5
229,5f993e4a2aa4ba0deeabcaf9,Pittsburgh (4-1),31,2016,5
230,5f993e4a2aa4ba0deeabcafa,Atlanta (4-1),23,2016,5
231,5f993e4a2aa4ba0deeabcafb,Denver (4-1),16,2016,5
232,5f993e4a2aa4ba0deeabcafc,Cincinnati (2-3),14,2016,5
233,5f993e4a2aa4ba0deeabcafd,Dallas (4-1),28,2016,5
234,5f993e4a2aa4ba0deeabcafe,Buffalo (3-2),30,2016,5
235,5f993e4a2aa4ba0deeabcaff,Los Angeles (3-2),19,2016,5
236,5f993e4a2aa4ba0deeabcb00,San Diego (1-4),31,2016,5
237,5f993e4a2aa4ba0deeabcb01,Oakland (4-1),34,2016,5
238,5f993e4a2aa4ba0deeabcb02,NY Giants (2-3),16,2016,5
239,5f993e4a2aa4ba0deeabcb03,Green Bay (3-1),23,2016,5
240,5f993e4a2aa4ba0deeabcb04,Tampa Bay (2-3),17,2016,5
241,5f993e4a2aa4ba0deeabcb05,Carolina (1-4),14,2016,5
242,5f993e4b2aa4ba0deeabcb07,Denver (4-2),13,2016,6
243,5f993e4b2aa4ba0deeabcb08,San Diego (2-4),21,2016,6
244,5f993e4b2aa4ba0deeabcb09,San Francisco (1-5),16,2016,6
245,5f993e4b2aa4ba0deeabcb0a,Buffalo (4-2),45,2016,6
246,5f993e4b2aa4ba0deeabcb0b,Philadelphia (3-2),20,2016,6
247,5f993e4b2aa4ba0deeabcb0c,Washington (4-2),27,2016,6
248,5f993e4b2aa4ba0deeabcb0d,Cleveland (0-6),26,2016,6
249,5f993e4b2aa4ba0deeabcb0e,Tennessee (3-3),28,2016,6
250,5f993e4b2aa4ba0deeabcb0f,Baltimore (3-3),23,2016,6
251,5f993e4b2aa4ba0deeabcb10,NY Giants (3-3),27,2016,6
252,5f993e4b2aa4ba0deeabcb11,Carolina (1-5),38,2016,6
253,5f993e4b2aa4ba0deeabcb12,New Orleans (2-3),41,2016,6
254,5f993e4b2aa4ba0deeabcb13,Jacksonville (2-3),17,2016,6
255,5f993e4b2aa4ba0deeabcb14,Chicago (1-5),16,2016,6
256,5f993e4b2aa4ba0deeabcb15,Los Angeles (3-3),28,2016,6
257,5f993e4b2aa4ba0deeabcb16,Detroit (3-3),31,2016,6
258,5f993e4b2aa4ba0deeabcb17,Pittsburgh (4-2),15,2016,6
259,5f993e4b2aa4ba0deeabcb18,Miami (2-4),30,2016,6
260,5f993e4b2aa4ba0deeabcb19,Cincinnati (2-4),17,2016,6
261,5f993e4b2aa4ba0deeabcb1a,New England (5-1),35,2016,6
262,5f993e4b2aa4ba0deeabcb1b,Kansas City (3-2),26,2016,6
263,5f993e4b2aa4ba0deeabcb1c,Oakland (4-2),10,2016,6
264,5f993e4b2aa4ba0deeabcb1d,Atlanta (4-2),24,2016,6
265,5f993e4b2aa4ba0deeabcb1e,Seattle (4-1),26,2016,6
266,5f993e4b2aa4ba0deeabcb1f,Dallas (5-1),30,2016,6
267,5f993e4b2aa4ba0deeabcb20,Green Bay (3-2),16,2016,6
268,5f993e4b2aa4ba0deeabcb21,Indianapolis (2-4),23,2016,6
269,5f993e4b2aa4ba0deeabcb22,Houston (4-2),26,2016,6
270,5f993e4b2aa4ba0deeabcb23,NY Jets (1-5),3,2016,6
271,5f993e4b2aa4ba0deeabcb24,Arizona (3-3),28,2016,6
272,5f993e4b2aa4ba0deeabcb26,Chicago (1-6),10,2016,7
273,5f993e4b2aa4ba0deeabcb27,Green Bay (4-2),26,2016,7
274,5f993e4b2aa4ba0deeabcb28,NY Giants (4-3),17,2016,7
275,5f993e4b2aa4ba0deeabcb29,Los Angeles (3-4),10,2016,7
276,5f993e4b2aa4ba0deeabcb2a,New Orleans (2-4),21,2016,7
277,5f993e4b2aa4ba0deeabcb2b,Kansas City (4-2),27,2016,7
278,5f993e4b2aa4ba0deeabcb2c,Indianapolis (3-4),34,2016,7
279,5f993e4b2aa4ba0deeabcb2d,Tennessee (3-4),26,2016,7
280,5f993e4b2aa4ba0deeabcb2e,Minnesota (5-1),10,2016,7
