,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
377,762,2018,1,True,SanFrancisco,Minnesota,-5.0,47.0,Team 2,-6.5,46.0,Team 2,27%,73%,42%,58%,47%,53%,20181SanFranciscoMinnesota,20181MinnesotaSanFrancisco,1126,2018,1,True,SanFrancisco,Minnesota,16.0,24.0,40.0
378,764,2018,1,True,Cincinnati,Indianapolis,-1.5,47.0,Team 2,-1.0,47.5,Team 1,72%,28%,57%,43%,69%,31%,20181CincinnatiIndianapolis,20181IndianapolisCincinnati,1116,2018,1,True,Cincinnati,Indianapolis,34.0,23.0,57.0
379,766,2018,1,True,Buffalo,Baltimore,-3.0,42.5,Team 2,-8.0,38.5,Team 2,38%,62%,21%,79%,18%,82%,20181BuffaloBaltimore,20181BaltimoreBuffalo,1114,2018,1,True,Buffalo,Baltimore,3.0,47.0,50.0
380,768,2018,1,True,Jacksonville,NYGiants,-3.0,44.0,Team 1,-3.0,42.5,Team 1,45%,55%,25%,75%,50%,50%,20181JacksonvilleNYGiants,20181NYGiantsJacksonville,1122,2018,1,True,Jacksonville,NYGiants,20.0,15.0,35.0
381,770,2018,1,True,TampaBay,NewOrleans,-7.5,52.0,Team 2,-10.0,49.5,Team 2,31%,69%,66%,34%,13%,87%,20181TampaBayNewOrleans,20181NewOrleansTampaBay,1128,2018,1,True,TampaBay,NewOrleans,48.0,40.0,88.0
382,772,2018,1,True,Houston,NewEngland,,,Team 1,-6.0,49.5,Team 2,44%,56%,71%,29%,69%,31%,20181HoustonNewEngland,20181NewEnglandHouston,1120,2018,1,True,Houston,NewEngland,20.0,27.0,47.0
383,774,2018,1,True,Tennessee,Miami,,,Team 1,0.0,43.5,No Favorite,62%,38%,31%,69%,55%,45%,20181TennesseeMiami,20181MiamiTennessee,1124,2018,1,True,Tennessee,Miami,20.0,27.0,47.0
384,776,2018,1,True,KansasCity,LAChargers,,,Team 1,-3.5,48.0,Team 2,46%,54%,70%,30%,45%,55%,20181KansasCityLAChargers,20181LAChargersKansasCity,1130,2018,1,True,KansasCity,LAChargers,38.0,28.0,66.0
385,778,2018,1,True,Seattle,Denver,-1.5,42.0,Team 2,-3.0,42.5,Team 2,30%,70%,48%,52%,58%,42%,20181SeattleDenver,20181DenverSeattle,1136,2018,1,True,Seattle,Denver,24.0,27.0,51.0
386,780,2018,1,True,Dallas,Carolina,-2.5,44.5,Team 2,-3.0,42.0,Team 2,23%,77%,57%,43%,43%,57%,20181DallasCarolina,20181CarolinaDallas,1134,2018,1,True,Dallas,Carolina,8.0,16.0,24.0
387,782,2018,1,True,Washington,Arizona,0.0,44.5,No Favorite,-2.5,43.5,Team 2,35%,65%,40%,60%,49%,51%,20181WashingtonArizona,20181ArizonaWashington,1132,2018,1,True,Washington,Arizona,24.0,6.0,30.0
388,784,2018,1,True,Chicago,GreenBay,-9.0,48.0,Team 2,-7.0,45.0,Team 2,36%,64%,64%,36%,29%,71%,20181ChicagoGreenBay,20181GreenBayChicago,1138,2018,1,True,Chicago,GreenBay,23.0,24.0,47.0
389,786,2018,1,True,NYJets,Detroit,-6.5,43.5,Team 2,-7.0,44.0,Team 2,42%,58%,58%,42%,32%,68%,20181NYJetsDetroit,20181DetroitNYJets,1140,2018,1,True,NYJets,Detroit,48.0,17.0,65.0
390,788,2018,1,True,LARams,Oakland,0.0,50.0,No Favorite,-6.5,47.5,Team 1,66%,34%,65%,35%,51%,49%,20181LARamsOakland,20181OaklandLARams,1142,2018,1,True,LARams,Oakland,33.0,13.0,46.0
391,790,2018,2,True,Baltimore,Cincinnati,-1.0,43.0,Team 1,-1.0,43.5,Team 1,68%,32%,61%,39%,49%,51%,20182BaltimoreCincinnati,20182CincinnatiBaltimore,1144,2018,2,True,Baltimore,Cincinnati,23.0,34.0,57.0
392,792,2018,2,True,Indianapolis,Washington,-5.0,47.5,Team 2,-6.0,48.0,Team 2,52%,48%,62%,38%,21%,79%,20182IndianapolisWashington,20182WashingtonIndianapolis,1156,2018,2,True,Indianapolis,Washington,21.0,9.0,30.0
393,794,2018,2,True,Carolina,Atlanta,-5.0,44.0,Team 2,-5.5,43.5,Team 2,52%,48%,44%,56%,64%,36%,20182CarolinaAtlanta,20182AtlantaCarolina,1146,2018,2,True,Carolina,Atlanta,24.0,31.0,55.0
394,796,2018,2,True,Minnesota,GreenBay,0.0,47.0,No Favorite,-1.5,45.0,Team 1,73%,27%,64%,36%,65%,35%,20182MinnesotaGreenBay,20182GreenBayMinnesota,1152,2018,2,True,Minnesota,GreenBay,29.0,29.0,58.0
395,798,2018,2,True,LAChargers,Buffalo,-9.0,44.5,Team 1,-7.5,41.5,Team 1,72%,28%,63%,37%,75%,25%,20182LAChargersBuffalo,20182BuffaloLAChargers,1148,2018,2,True,LAChargers,Buffalo,31.0,20.0,51.0
396,800,2018,2,True,Houston,Tennessee,-2.0,45.0,Team 1,-3.5,41.0,Team 1,79%,21%,78%,22%,80%,20%,20182HoustonTennessee,20182TennesseeHouston,1154,2018,2,True,Houston,Tennessee,17.0,20.0,37.0
397,802,2018,2,True,KansasCity,Pittsburgh,-5.0,49.5,Team 2,-4.5,52.5,Team 2,54%,46%,78%,22%,76%,24%,20182KansasCityPittsburgh,20182PittsburghKansasCity,1158,2018,2,True,KansasCity,Pittsburgh,42.0,37.0,79.0
398,804,2018,2,True,Miami,NYJets,0.0,43.0,No Favorite,-3.0,43.0,Team 2,39%,61%,43%,57%,49%,51%,20182MiamiNYJets,20182NYJetsMiami,1160,2018,2,True,Miami,NYJets,20.0,12.0,32.0
399,806,2018,2,True,Philadelphia,TampaBay,-3.0,44.0,Team 1,-3.0,46.5,Team 1,73%,27%,60%,40%,65%,35%,20182PhiladelphiaTampaBay,20182TampaBayPhiladelphia,1162,2018,2,True,Philadelphia,TampaBay,21.0,27.0,48.0
400,808,2018,2,True,Cleveland,NewOrleans,-9.0,47.5,Team 2,-9.5,51.0,Team 2,33%,67%,84%,16%,9%,91%,20182ClevelandNewOrleans,20182NewOrleansCleveland,1150,2018,2,True,Cleveland,NewOrleans,18.0,21.0,39.0
401,810,2018,2,True,Arizona,LARams,-11.0,47.0,Team 2,-13.0,43.5,Team 2,30%,70%,68%,32%,51%,49%,20182ArizonaLARams,20182LARamsArizona,1164,2018,2,True,Arizona,LARams,0.0,34.0,34.0
402,812,2018,2,True,Detroit,SanFrancisco,-3.0,48.0,Team 2,-6.0,48.5,Team 2,37%,63%,81%,19%,65%,35%,20182DetroitSanFrancisco,20182SanFranciscoDetroit,1166,2018,2,True,Detroit,SanFrancisco,27.0,30.0,57.0
403,814,2018,2,True,NewEngland,Jacksonville,0.0,45.0,No Favorite,-1.5,44.5,Team 1,76%,24%,47%,53%,78%,22%,20182NewEnglandJacksonville,20182JacksonvilleNewEngland,1170,2018,2,True,NewEngland,Jacksonville,20.0,31.0,51.0
404,816,2018,2,True,Oakland,Denver,-4.5,45.5,Team 2,-6.0,44.5,Team 2,42%,58%,67%,33%,64%,36%,20182OaklandDenver,20182DenverOakland,1168,2018,2,True,Oakland,Denver,19.0,20.0,39.0
405,818,2018,2,True,NYGiants,Dallas,-3.0,43.5,Team 2,-3.0,42.0,Team 2,65%,35%,67%,33%,84%,16%,20182NYGiantsDallas,20182DallasNYGiants,1172,2018,2,True,NYGiants,Dallas,13.0,20.0,33.0
406,820,2018,2,True,Seattle,Chicago,-3.0,43.5,Team 2,-4.5,42.5,Team 2,50%,50%,68%,32%,53%,47%,20182SeattleChicago,20182ChicagoSeattle,1174,2018,2,True,Seattle,Chicago,17.0,24.0,41.0
407,822,2018,3,True,NYJets,Cleveland,-3.5,40.0,Team 2,-3.0,41.0,Team 2,33%,67%,58%,42%,34%,66%,20183NYJetsCleveland,20183ClevelandNYJets,1176,2018,3,True,NYJets,Cleveland,17.0,21.0,38.0
408,824,2018,3,True,Indianapolis,Philadelphia,,,Team 1,-6.5,45.5,Team 2,54%,46%,54%,46%,57%,43%,20183IndianapolisPhiladelphia,20183PhiladelphiaIndianapolis,1190,2018,3,True,Indianapolis,Philadelphia,16.0,20.0,36.0
409,826,2018,3,True,Cincinnati,Carolina,-3.0,44.0,Team 2,-2.5,44.5,Team 2,44%,56%,70%,30%,49%,51%,20183CincinnatiCarolina,20183CarolinaCincinnati,1184,2018,3,True,Cincinnati,Carolina,21.0,31.0,52.0
410,828,2018,3,True,Tennessee,Jacksonville,,,Team 1,-10.0,39.5,Team 2,29%,71%,51%,49%,34%,66%,20183TennesseeJacksonville,20183JacksonvilleTennessee,1192,2018,3,True,Tennessee,Jacksonville,9.0,6.0,15.0
411,830,2018,3,True,NewOrleans,Atlanta,,,Team 1,-1.5,54.0,Team 2,54%,46%,83%,17%,44%,56%,20183NewOrleansAtlanta,20183AtlantaNewOrleans,1178,2018,3,True,NewOrleans,Atlanta,43.0,37.0,80.0
412,832,2018,3,True,Denver,Baltimore,,,Team 1,-5.5,46.0,Team 2,40%,60%,43%,57%,87%,13%,20183DenverBaltimore,20183BaltimoreDenver,1180,2018,3,True,Denver,Baltimore,14.0,27.0,41.0
413,834,2018,3,True,NYGiants,Houston,,,Team 1,-6.0,44.5,Team 2,45%,55%,87%,13%,75%,25%,20183NYGiantsHouston,20183HoustonNYGiants,1188,2018,3,True,NYGiants,Houston,27.0,22.0,49.0
414,836,2018,3,True,Oakland,Miami,,,Team 1,-3.0,46.0,Team 2,56%,44%,66%,34%,56%,44%,20183OaklandMiami,20183MiamiOakland,1196,2018,3,True,Oakland,Miami,20.0,28.0,48.0
415,838,2018,3,True,GreenBay,Washington,,,Team 1,,,Team 1,46%,54%,61%,39%,64%,36%,20183GreenBayWashington,20183WashingtonGreenBay,1186,2018,3,True,GreenBay,Washington,17.0,31.0,48.0
416,840,2018,3,True,Buffalo,Minnesota,,,Team 1,,,Team 1,32%,68%,75%,25%,50%,50%,20183BuffaloMinnesota,20183MinnesotaBuffalo,1182,2018,3,True,Buffalo,Minnesota,27.0,6.0,33.0
417,842,2018,3,True,SanFrancisco,KansasCity,,,Team 1,,,Team 1,51%,49%,70%,30%,61%,39%,20183SanFranciscoKansasCity,20183KansasCitySanFrancisco,1194,2018,3,True,SanFrancisco,KansasCity,27.0,38.0,65.0
418,844,2018,3,True,LAChargers,LARams,,,Team 1,,,Team 1,42%,58%,80%,20%,59%,41%,20183LAChargersLARams,20183LARamsLAChargers,1198,2018,3,True,LAChargers,LARams,23.0,35.0,58.0
419,846,2018,3,True,Chicago,Arizona,,,Team 1,,,Team 1,62%,38%,65%,35%,38%,62%,20183ChicagoArizona,20183ArizonaChicago,1200,2018,3,True,Chicago,Arizona,16.0,14.0,30.0
420,848,2018,3,True,Dallas,Seattle,,,Team 1,-1.5,40.0,Team 2,39%,61%,64%,36%,44%,56%,20183DallasSeattle,20183SeattleDallas,1202,2018,3,True,Dallas,Seattle,13.0,24.0,37.0
421,850,2018,3,True,NewEngland,Detroit,-7.5,46.0,Team 1,-7.0,55.5,Team 1,70%,30%,68%,32%,59%,41%,20183NewEnglandDetroit,20183DetroitNewEngland,1204,2018,3,True,NewEngland,Detroit,10.0,26.0,36.0
422,852,2018,3,True,Pittsburgh,TampaBay,,,Team 1,-1.0,55.0,Team 2,50%,50%,69%,31%,66%,34%,20183PittsburghTampaBay,20183TampaBayPittsburgh,1206,2018,3,True,Pittsburgh,TampaBay,30.0,27.0,57.0
423,854,2018,4,True,Minnesota,LARams,,,Team 1,-7.0,49.0,Team 2,52%,48%,66%,34%,45%,55%,20184MinnesotaLARams,20184LARamsMinnesota,1208,2018,4,True,Minnesota,LARams,31.0,38.0,69.0
424,856,2018,4,True,Miami,NewEngland,,,Team 1,-6.5,50.5,Team 2,29%,71%,68%,32%,42%,58%,20184MiamiNewEngland,20184NewEnglandMiami,1222,2018,4,True,Miami,NewEngland,7.0,38.0,45.0
425,858,2018,4,True,Houston,Indianapolis,-1.5,47.5,Team 2,-1.0,48.5,Team 1,47%,53%,38%,62%,58%,42%,20184HoustonIndianapolis,20184IndianapolisHouston,1218,2018,4,True,Houston,Indianapolis,37.0,34.0,71.0
426,860,2018,4,True,Cincinnati,Atlanta,-5.5,48.0,Team 2,-3.5,52.5,Team 2,53%,47%,88%,12%,14%,86%,20184CincinnatiAtlanta,20184AtlantaCincinnati,1210,2018,4,True,Cincinnati,Atlanta,37.0,36.0,73.0
427,862,2018,4,True,Buffalo,GreenBay,-10.5,44.5,Team 2,-9.0,44.0,Team 2,42%,58%,73%,27%,17%,83%,20184BuffaloGreenBay,20184GreenBayBuffalo,1212,2018,4,True,Buffalo,GreenBay,0.0,22.0,22.0
428,864,2018,4,True,Detroit,Dallas,,,Team 1,-2.5,44.0,Team 2,48%,52%,77%,23%,45%,55%,20184DetroitDallas,20184DallasDetroit,1216,2018,4,True,Detroit,Dallas,24.0,26.0,50.0
429,866,2018,4,True,NYJets,Jacksonville,-9.0,38.0,Team 2,-7.5,40.0,Team 2,40%,60%,56%,44%,6%,94%,20184NYJetsJacksonville,20184JacksonvilleNYJets,1220,2018,4,True,NYJets,Jacksonville,12.0,31.0,43.0
430,868,2018,4,True,TampaBay,Chicago,-2.0,48.5,Team 2,-3.0,46.0,Team 2,37%,63%,56%,44%,58%,42%,20184TampaBayChicago,20184ChicagoTampaBay,1214,2018,4,True,TampaBay,Chicago,10.0,48.0,58.0
431,870,2018,4,True,Philadelphia,Tennessee,-3.0,42.0,Team 1,-3.0,41.5,Team 1,64%,36%,60%,40%,67%,33%,20184PhiladelphiaTennessee,20184TennesseePhiladelphia,1224,2018,4,True,Philadelphia,Tennessee,23.0,26.0,49.0
432,872,2018,4,True,Seattle,Arizona,-3.0,37.5,Team 1,-3.5,40.0,Team 1,63%,37%,75%,25%,54%,46%,20184SeattleArizona,20184ArizonaSeattle,1226,2018,4,True,Seattle,Arizona,20.0,17.0,37.0
433,874,2018,4,True,Cleveland,Oakland,-2.0,44.5,Team 2,-2.5,44.5,Team 2,42%,58%,87%,13%,63%,37%,20184ClevelandOakland,20184OaklandCleveland,1228,2018,4,True,Cleveland,Oakland,42.0,45.0,87.0
434,876,2018,4,True,SanFrancisco,LAChargers,,,Team 1,-10.0,46.5,Team 2,23%,77%,59%,41%,28%,72%,20184SanFranciscoLAChargers,20184LAChargersSanFrancisco,1230,2018,4,True,SanFrancisco,LAChargers,27.0,29.0,56.0
435,878,2018,4,True,NewOrleans,NYGiants,-3.0,50.0,Team 1,-3.0,52.0,Team 1,55%,45%,85%,15%,42%,58%,20184NewOrleansNYGiants,20184NYGiantsNewOrleans,1232,2018,4,True,NewOrleans,NYGiants,33.0,18.0,51.0
436,880,2018,4,True,Baltimore,Pittsburgh,-3.0,48.5,Team 2,-3.0,51.5,Team 2,46%,54%,66%,34%,46%,54%,20184BaltimorePittsburgh,20184PittsburghBaltimore,1234,2018,4,True,Baltimore,Pittsburgh,26.0,14.0,40.0
437,882,2018,4,True,KansasCity,Denver,-5.0,55.0,Team 1,-3.5,53.5,Team 1,56%,44%,60%,40%,44%,56%,20184KansasCityDenver,20184DenverKansasCity,1236,2018,4,True,KansasCity,Denver,27.0,23.0,50.0
438,884,2018,5,True,Indianapolis,NewEngland,-10.5,53.5,Team 2,-11.0,50.0,Team 2,29%,71%,63%,37%,19%,81%,20185IndianapolisNewEngland,20185NewEnglandIndianapolis,1238,2018,5,True,Indianapolis,NewEngland,24.0,38.0,62.0
439,886,2018,5,True,Baltimore,Cleveland,,,Team 1,-3.5,44.5,Team 1,71%,29%,56%,44%,46%,54%,20185BaltimoreCleveland,20185ClevelandBaltimore,1242,2018,5,True,Baltimore,Cleveland,9.0,12.0,21.0
440,888,2018,5,True,Jacksonville,KansasCity,,,Team 1,-3.0,48.0,Team 2,54%,46%,52%,48%,50%,50%,20185JacksonvilleKansasCity,20185KansasCityJacksonville,1254,2018,5,True,Jacksonville,KansasCity,14.0,30.0,44.0
441,890,2018,5,True,Tennessee,Buffalo,-3.0,39.5,Team 1,-6.0,38.0,Team 1,47%,53%,35%,65%,78%,22%,20185TennesseeBuffalo,20185BuffaloTennessee,1244,2018,5,True,Tennessee,Buffalo,12.0,13.0,25.0
442,892,2018,5,True,NYGiants,Carolina,,,Team 1,-6.5,43.5,Team 2,36%,64%,72%,28%,30%,70%,20185NYGiantsCarolina,20185CarolinaNYGiants,1246,2018,5,True,NYGiants,Carolina,31.0,33.0,64.0
443,894,2018,5,True,Denver,NYJets,,,Team 1,-1.0,42.5,Team 1,51%,49%,47%,53%,66%,34%,20185DenverNYJets,20185NYJetsDenver,1250,2018,5,True,Denver,NYJets,16.0,34.0,50.0
444,896,2018,5,True,Atlanta,Pittsburgh,,,Team 1,-3.5,57.5,Team 2,43%,57%,73%,27%,38%,62%,20185AtlantaPittsburgh,20185PittsburghAtlanta,1240,2018,5,True,Atlanta,Pittsburgh,17.0,41.0,58.0
445,898,2018,5,True,GreenBay,Detroit,0.0,51.5,No Favorite,-1.0,50.5,Team 2,51%,49%,78%,22%,66%,34%,20185GreenBayDetroit,20185DetroitGreenBay,1252,2018,5,True,GreenBay,Detroit,23.0,31.0,54.0
446,900,2018,5,True,Miami,Cincinnati,,,Team 1,-6.0,48.0,Team 2,65%,35%,46%,54%,69%,31%,20185MiamiCincinnati,20185CincinnatiMiami,1248,2018,5,True,Miami,Cincinnati,17.0,27.0,44.0
447,902,2018,5,True,Oakland,LAChargers,-7.0,51.5,Team 2,-5.5,51.5,Team 2,48%,52%,81%,19%,79%,21%,20185OaklandLAChargers,20185LAChargersOakland,1256,2018,5,True,Oakland,LAChargers,10.0,26.0,36.0
448,904,2018,5,True,Arizona,SanFrancisco,,,Team 1,-3.0,40.5,Team 2,65%,35%,51%,49%,82%,18%,20185ArizonaSanFrancisco,20185SanFranciscoArizona,1258,2018,5,True,Arizona,SanFrancisco,28.0,18.0,46.0
449,906,2018,5,True,Minnesota,Philadelphia,,,Team 1,-3.5,48.5,Team 2,51%,49%,74%,26%,54%,46%,20185MinnesotaPhiladelphia,20185PhiladelphiaMinnesota,1262,2018,5,True,Minnesota,Philadelphia,23.0,21.0,44.0
450,908,2018,5,True,LARams,Seattle,,,Team 1,-7.5,50.5,Team 1,68%,32%,64%,36%,50%,50%,20185LARamsSeattle,20185SeattleLARams,1260,2018,5,True,LARams,Seattle,33.0,31.0,64.0
451,910,2018,5,True,Dallas,Houston,-3.5,45.5,Team 2,-3.5,45.5,Team 2,43%,57%,70%,30%,43%,57%,20185DallasHouston,20185HoustonDallas,1264,2018,5,True,Dallas,Houston,16.0,19.0,35.0
452,912,2018,5,True,Washington,NewOrleans,,,Team 1,-6.0,52.0,Team 2,47%,53%,73%,27%,35%,65%,20185WashingtonNewOrleans,20185NewOrleansWashington,1266,2018,5,True,Washington,NewOrleans,19.0,43.0,62.0
453,914,2018,6,True,Philadelphia,NYGiants,,,Team 1,-2.0,45.0,Team 1,52%,48%,71%,29%,49%,51%,20186PhiladelphiaNYGiants,20186NYGiantsPhiladelphia,1268,2018,6,True,Philadelphia,NYGiants,34.0,13.0,47.0
454,916,2018,6,True,Arizona,Minnesota,,,Team 1,-9.5,43.5,Team 2,31%,69%,55%,45%,20%,80%,20186ArizonaMinnesota,20186MinnesotaArizona,1270,2018,6,True,Arizona,Minnesota,17.0,27.0,44.0
455,918,2018,6,True,LAChargers,Cleveland,0.0,46.0,No Favorite,-1.0,47.0,Team 2,50%,50%,68%,32%,61%,39%,20186LAChargersCleveland,20186ClevelandLAChargers,1282,2018,6,True,LAChargers,Cleveland,38.0,14.0,52.0
456,920,2018,6,True,Chicago,Miami,,,Team 1,-7.0,40.5,Team 1,65%,35%,31%,69%,51%,49%,20186ChicagoMiami,20186MiamiChicago,1278,2018,6,True,Chicago,Miami,28.0,31.0,59.0
457,922,2018,6,True,Carolina,Washington,,,Team 1,-1.5,44.5,Team 1,57%,43%,56%,44%,87%,13%,20186CarolinaWashington,20186WashingtonCarolina,1276,2018,6,True,Carolina,Washington,17.0,23.0,40.0
458,924,2018,6,True,Indianapolis,NYJets,,,Team 1,-2.5,48.0,Team 2,55%,45%,76%,24%,46%,54%,20186IndianapolisNYJets,20186NYJetsIndianapolis,1284,2018,6,True,Indianapolis,NYJets,34.0,42.0,76.0
459,926,2018,6,True,Pittsburgh,Cincinnati,,,Team 1,-1.5,50.0,Team 2,61%,39%,64%,36%,48%,52%,20186PittsburghCincinnati,20186CincinnatiPittsburgh,1280,2018,6,True,Pittsburgh,Cincinnati,28.0,21.0,49.0
460,928,2018,6,True,TampaBay,Atlanta,,,Team 1,-3.0,57.5,Team 2,26%,74%,72%,28%,31%,69%,20186TampaBayAtlanta,20186AtlantaTampaBay,1272,2018,6,True,TampaBay,Atlanta,29.0,34.0,63.0
461,930,2018,6,True,Seattle,Oakland,,,Team 1,-3.0,48.0,Team 1,56%,44%,65%,35%,53%,47%,20186SeattleOakland,20186OaklandSeattle,1286,2018,6,True,Seattle,Oakland,27.0,3.0,30.0
462,932,2018,6,True,Buffalo,Houston,,,Team 1,-10.0,40.0,Team 2,45%,55%,72%,28%,52%,48%,20186BuffaloHouston,20186HoustonBuffalo,1274,2018,6,True,Buffalo,Houston,13.0,20.0,33.0
463,934,2018,6,True,LARams,Denver,-7.0,52.5,Team 1,-7.0,50.0,Team 1,48%,52%,39%,61%,38%,62%,20186LARamsDenver,20186DenverLARams,1288,2018,6,True,LARams,Denver,23.0,20.0,43.0
464,936,2018,6,True,Jacksonville,Dallas,,,Team 1,-3.0,39.5,Team 1,60%,40%,63%,37%,68%,32%,20186JacksonvilleDallas,20186DallasJacksonville,1292,2018,6,True,Jacksonville,Dallas,7.0,40.0,47.0
465,938,2018,6,True,Baltimore,Tennessee,,,Team 1,-2.5,43.5,Team 1,68%,32%,52%,48%,65%,35%,20186BaltimoreTennessee,20186TennesseeBaltimore,1290,2018,6,True,Baltimore,Tennessee,21.0,0.0,21.0
466,940,2018,6,True,KansasCity,NewEngland,,,Team 1,-4.0,59.5,Team 2,43%,57%,64%,36%,51%,49%,20186KansasCityNewEngland,20186NewEnglandKansasCity,1294,2018,6,True,KansasCity,NewEngland,40.0,43.0,83.0
467,942,2018,6,True,SanFrancisco,GreenBay,,,Team 1,-9.5,46.5,Team 2,30%,70%,63%,37%,27%,73%,20186SanFranciscoGreenBay,20186GreenBaySanFrancisco,1296,2018,6,True,SanFrancisco,GreenBay,30.0,33.0,63.0
468,944,2018,7,True,Denver,Arizona,0.0,40.0,No Favorite,-1.0,42.5,Team 1,66%,34%,61%,39%,56%,44%,20187DenverArizona,20187ArizonaDenver,1298,2018,7,True,Denver,Arizona,45.0,10.0,55.0
469,946,2018,7,True,Tennessee,LAChargers,,,Team 1,-6.5,46.0,Team 2,40%,60%,70%,30%,31%,69%,20187TennesseeLAChargers,20187LAChargersTennessee,1300,2018,7,True,Tennessee,LAChargers,19.0,20.0,39.0
470,948,2018,7,True,NewEngland,Chicago,,,Team 1,-2.0,49.5,Team 1,74%,26%,50%,50%,80%,20%,20187NewEnglandChicago,20187ChicagoNewEngland,1306,2018,7,True,NewEngland,Chicago,38.0,31.0,69.0
471,950,2018,7,True,Cleveland,TampaBay,,,Team 1,-3.5,52.5,Team 2,48%,52%,76%,24%,69%,31%,20187ClevelandTampaBay,20187TampaBayCleveland,1308,2018,7,True,Cleveland,TampaBay,23.0,26.0,49.0
472,952,2018,7,True,Detroit,Miami,-1.0,47.0,Team 1,-3.0,47.0,Team 1,66%,34%,53%,47%,58%,42%,20187DetroitMiami,20187MiamiDetroit,1310,2018,7,True,Detroit,Miami,32.0,21.0,53.0
473,954,2018,7,True,Carolina,Philadelphia,,,Team 1,-5.0,45.0,Team 2,56%,44%,62%,38%,28%,72%,20187CarolinaPhiladelphia,20187PhiladelphiaCarolina,1304,2018,7,True,Carolina,Philadelphia,21.0,17.0,38.0
474,956,2018,7,True,Buffalo,Indianapolis,-7.0,42.5,Team 2,-7.0,43.5,Team 2,33%,67%,58%,42%,33%,67%,20187BuffaloIndianapolis,20187IndianapolisBuffalo,1302,2018,7,True,Buffalo,Indianapolis,5.0,37.0,42.0
475,958,2018,7,True,Cincinnati,KansasCity,-6.0,58.5,Team 2,-6.5,56.5,Team 2,33%,67%,71%,29%,40%,60%,20187CincinnatiKansasCity,20187KansasCityCincinnati,1322,2018,7,True,Cincinnati,KansasCity,10.0,45.0,55.0
476,960,2018,7,True,Minnesota,NYJets,,,Team 1,-3.5,45.0,Team 1,57%,43%,69%,31%,68%,32%,20187MinnesotaNYJets,20187NYJetsMinnesota,1314,2018,7,True,Minnesota,NYJets,37.0,17.0,54.0
477,962,2018,7,True,Houston,Jacksonville,,,Team 1,-3.5,42.5,Team 2,50%,50%,66%,34%,31%,69%,20187HoustonJacksonville,20187JacksonvilleHouston,1312,2018,7,True,Houston,Jacksonville,20.0,7.0,27.0
478,964,2018,7,True,NewOrleans,Baltimore,-2.5,50.5,Team 2,-2.5,49.5,Team 2,51%,49%,68%,32%,54%,46%,20187NewOrleansBaltimore,20187BaltimoreNewOrleans,1316,2018,7,True,NewOrleans,Baltimore,24.0,23.0,47.0
479,966,2018,7,True,Dallas,Washington,,,Team 1,-1.5,40.5,Team 1,47%,53%,59%,41%,54%,46%,20187DallasWashington,20187WashingtonDallas,1318,2018,7,True,Dallas,Washington,17.0,20.0,37.0
480,968,2018,7,True,LARams,SanFrancisco,-10.5,53.0,Team 1,-9.0,52.0,Team 1,55%,45%,73%,27%,83%,17%,20187LARamsSanFrancisco,20187SanFranciscoLARams,1320,2018,7,True,LARams,SanFrancisco,39.0,10.0,49.0
481,970,2018,7,True,NYGiants,Atlanta,-4.5,54.0,Team 2,-4.5,52.5,Team 2,37%,63%,75%,25%,28%,72%,20187NYGiantsAtlanta,20187AtlantaNYGiants,1324,2018,7,True,NYGiants,Atlanta,20.0,23.0,43.0
482,972,2018,8,True,Miami,Houston,-7.5,45.5,Team 2,-7.5,45.0,Team 2,44%,56%,50%,50%,24%,76%,20188MiamiHouston,20188HoustonMiami,1326,2018,8,True,Miami,Houston,23.0,42.0,65.0
483,974,2018,8,True,Philadelphia,Jacksonville,,,Team 1,-4.0,44.5,Team 1,75%,25%,72%,28%,67%,33%,20188PhiladelphiaJacksonville,20188JacksonvillePhiladelphia,1328,2018,8,True,Philadelphia,Jacksonville,24.0,18.0,42.0
484,976,2018,8,True,Cleveland,Pittsburgh,,,Team 1,-8.5,47.5,Team 2,45%,55%,52%,48%,30%,70%,20188ClevelandPittsburgh,20188PittsburghCleveland,1336,2018,8,True,Cleveland,Pittsburgh,18.0,33.0,51.0
485,978,2018,8,True,Denver,KansasCity,-10.5,55.5,Team 2,-9.0,53.5,Team 2,42%,58%,69%,31%,27%,73%,20188DenverKansasCity,20188KansasCityDenver,1338,2018,8,True,Denver,KansasCity,23.0,30.0,53.0
486,980,2018,8,True,NYJets,Chicago,,,Team 1,-8.5,42.5,Team 2,48%,52%,64%,36%,39%,61%,20188NYJetsChicago,20188ChicagoNYJets,1332,2018,8,True,NYJets,Chicago,10.0,24.0,34.0
487,982,2018,8,True,Washington,NYGiants,,,Team 1,-1.0,44.0,Team 1,63%,37%,71%,29%,60%,40%,20188WashingtonNYGiants,20188NYGiantsWashington,1342,2018,8,True,Washington,NYGiants,20.0,13.0,33.0
488,984,2018,8,True,Seattle,Detroit,,,Team 1,-3.0,48.0,Team 2,55%,45%,62%,38%,62%,38%,20188SeattleDetroit,20188DetroitSeattle,1340,2018,8,True,Seattle,Detroit,28.0,14.0,42.0
