,Season_x,Week_x,Team 1_x,Team 2_x,Spread Open,Spread Close,Open Favorite,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Team 1 Final,Team 2 Final,Total Final,Spread Delta,Winner
211,2019,7,NewOrleans,Chicago,,-4.5,Team 1,Team 2,45%,55%,36.0,25.0,61.0,,Team 1
212,2019,7,Philadelphia,Dallas,,-3.0,Team 1,Team 2,51%,49%,10.0,37.0,47.0,,Team 2
213,2019,7,NewEngland,NYJets,-9.5,-9.5,Team 1,Team 1,56%,44%,33.0,0.0,33.0,0.0,Team 1
214,2019,8,Washington,Minnesota,-14.0,-16.5,Team 2,Team 2,43%,57%,9.0,19.0,28.0,2.5,Team 2
215,2019,8,NYGiants,Detroit,-7.5,-6.5,Team 2,Team 2,43%,57%,26.0,31.0,57.0,-1.0,Team 2
216,2019,8,TampaBay,Tennessee,-2.5,-1.5,Team 2,Team 2,59%,41%,23.0,27.0,50.0,-1.0,Team 2
217,2019,8,LAChargers,Chicago,,-3.5,Team 1,Team 2,39%,61%,17.0,16.0,33.0,,Team 1
218,2019,8,Seattle,Atlanta,-3.5,-7.5,Team 1,Team 1,69%,31%,27.0,20.0,47.0,4.0,Team 1
219,2019,8,NYJets,Jacksonville,-4.0,-7.0,Team 2,Team 2,50%,50%,15.0,29.0,44.0,3.0,Team 2
220,2019,8,Philadelphia,Buffalo,-1.5,-1.0,Team 2,Team 2,62%,38%,31.0,13.0,44.0,-0.5,Team 1
221,2019,8,Cincinnati,LARams,,-11.5,Team 1,Team 2,25%,75%,10.0,24.0,34.0,,Team 2
222,2019,8,Arizona,NewOrleans,-7.5,-12.5,Team 2,Team 2,53%,47%,9.0,31.0,40.0,5.0,Team 2
223,2019,8,Oakland,Houston,,-5.5,Team 1,Team 2,30%,70%,24.0,27.0,51.0,,Team 2
224,2019,8,Carolina,SanFrancisco,,-4.0,Team 1,Team 2,61%,39%,13.0,51.0,64.0,,Team 2
225,2019,8,Denver,Indianapolis,,-6.0,Team 1,Team 2,32%,68%,13.0,15.0,28.0,,Team 2
226,2019,8,Cleveland,NewEngland,-11.0,-10.0,Team 2,Team 2,29%,71%,13.0,27.0,40.0,-1.0,Team 2
227,2019,8,GreenBay,KansasCity,-4.0,-5.5,Team 2,Team 1,64%,36%,31.0,24.0,55.0,1.5,Team 1
228,2019,8,Miami,Pittsburgh,,-14.0,Team 1,Team 2,59%,41%,14.0,27.0,41.0,,Team 2
229,2019,9,SanFrancisco,Arizona,-7.0,-10.0,Team 1,Team 1,60%,40%,28.0,25.0,53.0,3.0,Team 1
230,2019,9,Houston,Jacksonville,-3.0,-1.0,Team 1,Team 2,52%,48%,26.0,3.0,29.0,-2.0,Team 1
231,2019,9,Washington,Buffalo,-10.0,-10.5,Team 2,Team 2,44%,56%,9.0,24.0,33.0,0.5,Team 2
232,2019,9,Tennessee,Carolina,-4.5,-3.5,Team 2,Team 2,39%,61%,20.0,30.0,50.0,-1.0,Team 2
233,2019,9,Chicago,Philadelphia,-3.0,-5.0,Team 2,Team 2,39%,61%,14.0,22.0,36.0,2.0,Team 2
234,2019,9,Minnesota,KansasCity,-3.5,-5.5,Team 2,Team 1,54%,46%,23.0,26.0,49.0,2.0,Team 2
235,2019,9,NYJets,Miami,-6.5,-3.5,Team 1,Team 1,46%,54%,18.0,26.0,44.0,-3.0,Team 2
236,2019,9,Indianapolis,Pittsburgh,0.0,-1.0,No Favorite,Team 2,57%,43%,24.0,26.0,50.0,1.0,Team 2
237,2019,9,Detroit,Oakland,0.0,-2.5,No Favorite,Team 2,42%,58%,24.0,31.0,55.0,2.5,Team 2
238,2019,9,TampaBay,Seattle,-5.5,-4.0,Team 2,Team 2,33%,67%,34.0,40.0,74.0,-1.5,Team 2
239,2019,9,Cleveland,Denver,-1.0,-4.0,Team 2,Team 1,77%,23%,19.0,24.0,43.0,3.0,Team 2
240,2019,9,GreenBay,LAChargers,-4.0,-4.0,Team 1,Team 1,77%,23%,11.0,26.0,37.0,0.0,Team 2
241,2019,9,NewEngland,Baltimore,-6.5,-3.0,Team 1,Team 1,71%,29%,20.0,37.0,57.0,-3.5,Team 2
242,2019,9,Dallas,NYGiants,-9.0,-6.5,Team 1,Team 1,67%,33%,37.0,18.0,55.0,-2.5,Team 1
243,2019,10,LAChargers,Oakland,-1.5,-1.5,Team 2,Team 1,59%,41%,24.0,26.0,50.0,0.0,Team 2
244,2019,10,KansasCity,Tennessee,-3.0,-5.5,Team 1,Team 1,66%,34%,32.0,35.0,67.0,2.5,Team 2
245,2019,10,Buffalo,Cleveland,-2.5,-3.0,Team 2,Team 2,39%,61%,16.0,19.0,35.0,0.5,Team 2
246,2019,10,Arizona,TampaBay,-5.5,-5.5,Team 2,Team 2,64%,36%,27.0,30.0,57.0,0.0,Team 2
247,2019,10,NYGiants,NYJets,-1.5,-3.0,Team 2,Team 1,53%,47%,27.0,34.0,61.0,1.5,Team 2
248,2019,10,Atlanta,NewOrleans,-13.0,-13.5,Team 2,Team 2,48%,52%,26.0,9.0,35.0,0.5,Team 1
249,2019,10,Baltimore,Cincinnati,-10.0,-10.5,Team 1,Team 1,51%,49%,49.0,13.0,62.0,0.5,Team 1
250,2019,10,Carolina,GreenBay,-7.0,-5.0,Team 2,Team 2,33%,67%,16.0,24.0,40.0,-2.0,Team 2
251,2019,10,Detroit,Chicago,-3.5,-6.5,Team 2,Team 2,36%,64%,13.0,20.0,33.0,3.0,Team 2
252,2019,10,Miami,Indianapolis,-15.5,-11.0,Team 2,Team 2,65%,35%,16.0,12.0,28.0,-4.5,Team 1
253,2019,10,LARams,Pittsburgh,-3.5,-4.5,Team 1,Team 1,68%,32%,12.0,17.0,29.0,1.0,Team 2
254,2019,10,Minnesota,Dallas,-3.0,-3.0,Team 2,Team 2,47%,53%,28.0,24.0,52.0,0.0,Team 1
255,2019,10,Seattle,SanFrancisco,-6.0,-6.5,Team 2,Team 2,59%,41%,27.0,24.0,51.0,0.5,Team 1
256,2019,11,Pittsburgh,Cleveland,-3.0,-3.0,Team 2,Team 2,54%,46%,7.0,21.0,28.0,0.0,Team 2
257,2019,11,Dallas,Detroit,-2.5,-7.0,Team 1,Team 1,74%,26%,35.0,27.0,62.0,4.5,Team 1
258,2019,11,NewOrleans,TampaBay,-5.0,-5.5,Team 1,Team 1,62%,38%,34.0,17.0,51.0,0.5,Team 1
259,2019,11,Atlanta,Carolina,-7.0,-3.5,Team 2,Team 2,46%,54%,29.0,3.0,32.0,-3.5,Team 1
260,2019,11,Jacksonville,Indianapolis,-3.5,-2.5,Team 2,Team 2,40%,60%,13.0,33.0,46.0,-1.0,Team 2
261,2019,11,Denver,Minnesota,-10.5,-10.0,Team 2,Team 2,25%,75%,23.0,27.0,50.0,-0.5,Team 2
262,2019,11,NYJets,Washington,-1.5,-1.5,Team 2,Team 2,58%,42%,34.0,17.0,51.0,0.0,Team 1
263,2019,11,Buffalo,Miami,-7.5,-7.0,Team 1,Team 1,61%,39%,37.0,20.0,57.0,-0.5,Team 1
264,2019,11,Houston,Baltimore,-5.0,-4.5,Team 2,Team 2,61%,39%,7.0,41.0,48.0,-0.5,Team 2
265,2019,11,Arizona,SanFrancisco,-14.0,-10.0,Team 2,Team 2,49%,51%,26.0,36.0,62.0,-4.0,Team 2
266,2019,11,NewEngland,Philadelphia,-3.0,-4.5,Team 1,Team 1,71%,29%,17.0,10.0,27.0,1.5,Team 1
267,2019,11,Cincinnati,Oakland,-8.0,-13.0,Team 2,Team 2,51%,49%,10.0,17.0,27.0,5.0,Team 2
268,2019,11,Chicago,LARams,-7.5,-5.5,Team 2,Team 2,37%,63%,7.0,17.0,24.0,-2.0,Team 2
269,2019,11,KansasCity,LAChargers,-3.0,-6.0,Team 1,Team 1,59%,41%,24.0,17.0,41.0,3.0,Team 1
270,2019,12,Indianapolis,Houston,-5.5,-3.5,Team 2,Team 2,43%,57%,17.0,20.0,37.0,-2.0,Team 2
271,2019,12,Miami,Cleveland,-9.0,-10.5,Team 2,Team 2,46%,54%,24.0,41.0,65.0,1.5,Team 2
272,2019,12,Denver,Buffalo,-5.5,-4.0,Team 2,Team 2,47%,53%,3.0,20.0,23.0,-1.5,Team 2
273,2019,12,Pittsburgh,Cincinnati,-7.0,-6.0,Team 1,Team 1,55%,45%,16.0,10.0,26.0,-1.0,Team 1
274,2019,12,NYGiants,Chicago,-7.0,-6.0,Team 2,Team 2,51%,49%,14.0,19.0,33.0,-1.0,Team 2
275,2019,12,Oakland,NYJets,-3.0,-3.5,Team 1,Team 1,51%,49%,3.0,34.0,37.0,0.5,Team 2
276,2019,12,Carolina,NewOrleans,-7.0,-10.0,Team 2,Team 2,43%,57%,31.0,34.0,65.0,3.0,Team 2
277,2019,12,TampaBay,Atlanta,-3.0,-3.5,Team 2,Team 2,33%,67%,35.0,22.0,57.0,0.5,Team 1
278,2019,12,Detroit,Washington,-1.5,-4.0,Team 1,Team 1,72%,28%,16.0,19.0,35.0,2.5,Team 2
279,2019,12,Jacksonville,Tennessee,-2.5,-4.5,Team 2,Team 2,51%,49%,20.0,42.0,62.0,2.0,Team 2
280,2019,12,Dallas,NewEngland,-7.0,-5.5,Team 2,Team 2,39%,61%,9.0,13.0,22.0,-1.5,Team 2
281,2019,12,GreenBay,SanFrancisco,-3.5,-3.0,Team 2,Team 2,63%,37%,8.0,37.0,45.0,-0.5,Team 2
282,2019,12,Seattle,Philadelphia,-3.0,-1.5,Team 2,Team 1,67%,33%,17.0,9.0,26.0,-1.5,Team 1
283,2019,12,Baltimore,LARams,0.0,-3.0,No Favorite,Team 1,64%,36%,45.0,6.0,51.0,3.0,Team 1
284,2019,13,Chicago,Detroit,-1.5,-5.5,Team 2,Team 1,71%,29%,24.0,20.0,44.0,4.0,Team 1
285,2019,13,Buffalo,Dallas,-7.0,-6.5,Team 2,Team 2,48%,52%,26.0,15.0,41.0,-0.5,Team 1
286,2019,13,NewOrleans,Atlanta,-5.5,-7.0,Team 1,Team 1,78%,22%,26.0,18.0,44.0,1.5,Team 1
287,2019,13,GreenBay,NYGiants,-7.5,-6.5,Team 1,Team 1,84%,16%,31.0,13.0,44.0,-1.0,Team 1
288,2019,13,Washington,Carolina,-9.0,-10.5,Team 2,Team 2,36%,64%,29.0,21.0,50.0,1.5,Team 1
289,2019,13,SanFrancisco,Baltimore,-4.5,-6.0,Team 2,Team 2,33%,67%,17.0,20.0,37.0,1.5,Team 2
290,2019,13,Tennessee,Indianapolis,-3.5,-1.0,Team 2,Team 1,58%,42%,31.0,17.0,48.0,-2.5,Team 1
291,2019,13,Philadelphia,Miami,-7.5,-10.0,Team 1,Team 1,73%,27%,31.0,37.0,68.0,2.5,Team 2
292,2019,13,Oakland,KansasCity,-8.5,-11.0,Team 2,Team 2,26%,74%,9.0,40.0,49.0,2.5,Team 2
293,2019,13,TampaBay,Jacksonville,-4.5,-3.0,Team 2,Team 1,53%,47%,28.0,11.0,39.0,-1.5,Team 1
294,2019,13,NYJets,Cincinnati,-3.5,-2.5,Team 1,Team 1,66%,34%,6.0,22.0,28.0,-1.0,Team 2
295,2019,13,LARams,Arizona,-3.5,-2.5,Team 1,Team 1,71%,29%,34.0,7.0,41.0,-1.0,Team 1
296,2019,13,LAChargers,Denver,-1.5,-4.5,Team 2,Team 1,70%,30%,20.0,23.0,43.0,3.0,Team 2
297,2019,13,Cleveland,Pittsburgh,-3.0,-1.0,Team 2,Team 1,56%,44%,13.0,20.0,33.0,-2.0,Team 2
298,2019,13,NewEngland,Houston,-4.5,-3.5,Team 1,Team 1,66%,34%,22.0,28.0,50.0,-1.0,Team 2
299,2019,13,Minnesota,Seattle,-3.0,-3.0,Team 2,Team 2,33%,67%,30.0,37.0,67.0,0.0,Team 2
300,2019,14,Dallas,Chicago,-3.0,-3.0,Team 1,Team 1,71%,29%,24.0,31.0,55.0,0.0,Team 2
301,2019,14,Baltimore,Buffalo,-7.0,-6.5,Team 1,Team 1,61%,39%,24.0,17.0,41.0,-0.5,Team 1
302,2019,14,Washington,GreenBay,-14.5,-13.0,Team 2,Team 2,45%,55%,15.0,20.0,35.0,-1.5,Team 2
303,2019,14,Denver,Houston,-7.5,-8.0,Team 2,Team 2,51%,49%,38.0,24.0,62.0,0.5,Team 1
304,2019,14,SanFrancisco,NewOrleans,-3.0,-1.5,Team 2,Team 2,55%,45%,48.0,46.0,94.0,-1.5,Team 1
305,2019,14,Cincinnati,Cleveland,-10.5,-6.5,Team 2,Team 2,45%,55%,19.0,27.0,46.0,-4.0,Team 2
306,2019,14,Carolina,Atlanta,-1.0,-3.5,Team 2,Team 2,41%,59%,20.0,40.0,60.0,2.5,Team 2
307,2019,14,Detroit,Minnesota,-14.0,-12.5,Team 2,Team 2,33%,67%,7.0,20.0,27.0,-1.5,Team 2
308,2019,14,Miami,NYJets,-7.5,-5.0,Team 2,Team 2,55%,45%,21.0,22.0,43.0,-2.5,Team 2
309,2019,14,Indianapolis,TampaBay,-1.0,-3.0,Team 2,Team 2,51%,49%,35.0,38.0,73.0,2.0,Team 2
310,2019,14,LAChargers,Jacksonville,-1.0,-3.5,Team 1,Team 1,67%,33%,45.0,10.0,55.0,2.5,Team 1
311,2019,14,KansasCity,NewEngland,-4.0,-3.0,Team 2,Team 2,37%,63%,23.0,16.0,39.0,-1.0,Team 1
312,2019,14,Pittsburgh,Arizona,0.0,-2.0,No Favorite,Team 1,51%,49%,23.0,17.0,40.0,2.0,Team 1
313,2019,14,Tennessee,Oakland,0.0,-3.0,No Favorite,Team 1,52%,48%,42.0,21.0,63.0,3.0,Team 1
314,2019,14,Seattle,LARams,-3.0,0.0,Team 1,No Favorite,56%,44%,12.0,28.0,40.0,-3.0,Team 2
315,2019,14,NYGiants,Philadelphia,-8.0,-9.0,Team 2,Team 2,52%,48%,17.0,23.0,40.0,1.0,Team 2
316,2019,15,NYJets,Baltimore,-14.0,-17.0,Team 2,Team 2,54%,46%,21.0,42.0,63.0,3.0,Team 2
317,2019,15,TampaBay,Detroit,-4.0,-6.0,Team 1,Team 1,58%,42%,38.0,17.0,55.0,2.0,Team 1
318,2019,15,Philadelphia,Washington,-6.0,-6.5,Team 1,Team 1,53%,47%,37.0,27.0,64.0,0.5,Team 1
319,2019,15,Chicago,GreenBay,-7.0,-4.5,Team 2,Team 2,49%,51%,13.0,21.0,34.0,-2.5,Team 2
320,2019,15,NewEngland,Cincinnati,-10.5,-10.5,Team 1,Team 1,81%,19%,34.0,13.0,47.0,0.0,Team 1
321,2019,15,Houston,Tennessee,-1.5,-3.0,Team 2,Team 2,42%,58%,24.0,21.0,45.0,1.5,Team 1
322,2019,15,Seattle,Carolina,-4.5,-6.0,Team 1,Team 1,76%,24%,30.0,24.0,54.0,1.5,Team 1
323,2019,15,Denver,KansasCity,-13.0,-9.5,Team 2,Team 2,59%,41%,3.0,23.0,26.0,-3.5,Team 2
324,2019,15,Miami,NYGiants,-3.5,-3.5,Team 2,Team 2,53%,47%,20.0,36.0,56.0,0.0,Team 2
325,2019,15,Buffalo,Pittsburgh,-1.0,-1.0,Team 2,Team 2,64%,36%,17.0,10.0,27.0,0.0,Team 1
326,2019,15,Jacksonville,Oakland,-4.5,-7.0,Team 2,Team 2,42%,58%,20.0,16.0,36.0,2.5,Team 1
327,2019,15,Cleveland,Arizona,-2.5,-3.0,Team 1,Team 1,71%,29%,24.0,38.0,62.0,0.5,Team 2
328,2019,15,Atlanta,SanFrancisco,-11.5,-10.0,Team 2,Team 2,34%,66%,29.0,22.0,51.0,-1.5,Team 1
329,2019,15,LARams,Dallas,-4.0,-1.0,Team 2,Team 1,79%,21%,21.0,44.0,65.0,-3.0,Team 2
330,2019,15,Minnesota,LAChargers,-3.0,-1.5,Team 1,Team 1,68%,32%,39.0,10.0,49.0,-1.5,Team 1
331,2019,15,Indianapolis,NewOrleans,-9.0,-8.5,Team 2,Team 2,41%,59%,7.0,34.0,41.0,-0.5,Team 2
332,2019,16,LARams,SanFrancisco,0.0,-7.0,No Favorite,Team 2,33%,67%,31.0,34.0,65.0,7.0,Team 2
333,2019,16,Buffalo,NewEngland,-7.0,-6.5,Team 2,Team 2,52%,48%,17.0,24.0,41.0,-0.5,Team 2
334,2019,16,Houston,TampaBay,-1.0,-3.0,Team 2,Team 1,70%,30%,23.0,20.0,43.0,2.0,Team 1
335,2019,16,Detroit,Denver,0.0,-8.0,No Favorite,Team 2,34%,66%,17.0,27.0,44.0,8.0,Team 2
336,2019,16,Oakland,LAChargers,-6.5,-7.5,Team 2,Team 2,41%,59%,24.0,17.0,41.0,1.0,Team 1
337,2019,16,Jacksonville,Atlanta,-7.0,-7.5,Team 2,Team 2,44%,56%,12.0,24.0,36.0,0.5,Team 2
338,2019,16,NewOrleans,Tennessee,-1.5,-3.0,Team 1,Team 1,70%,30%,38.0,28.0,66.0,1.5,Team 1
339,2019,16,NYGiants,Washington,-3.0,-1.0,Team 2,Team 1,43%,57%,41.0,35.0,76.0,-2.0,Team 1
340,2019,16,Pittsburgh,NYJets,-3.0,-3.0,Team 1,Team 1,36%,64%,10.0,16.0,26.0,0.0,Team 2
341,2019,16,Cincinnati,Miami,-3.0,-1.5,Team 2,Team 1,53%,47%,35.0,38.0,73.0,-1.5,Team 2
342,2019,16,Carolina,Indianapolis,-6.5,-7.0,Team 2,Team 2,55%,45%,6.0,38.0,44.0,0.5,Team 2
343,2019,16,Baltimore,Cleveland,-7.0,-10.0,Team 1,Team 1,75%,25%,31.0,15.0,46.0,3.0,Team 1
344,2019,16,Dallas,Philadelphia,0.0,-2.5,No Favorite,Team 1,61%,39%,9.0,17.0,26.0,2.5,Team 2
345,2019,16,Arizona,Seattle,-9.5,-8.0,Team 2,Team 2,40%,60%,27.0,13.0,40.0,-1.5,Team 1
346,2019,16,KansasCity,Chicago,-4.0,-7.0,Team 1,Team 1,60%,40%,26.0,3.0,29.0,3.0,Team 1
347,2019,16,GreenBay,Minnesota,-4.5,-4.5,Team 2,Team 2,60%,40%,23.0,10.0,33.0,0.0,Team 1
348,2019,17,Tennessee,Houston,0.0,-9.5,No Favorite,Team 1,68%,32%,35.0,14.0,49.0,9.5,Team 1
349,2019,17,Cleveland,Cincinnati,-2.5,-2.5,Team 1,Team 1,64%,36%,23.0,33.0,56.0,0.0,Team 2
350,2019,17,Chicago,Minnesota,-7.5,-4.5,Team 2,Team 1,59%,41%,21.0,19.0,40.0,-3.0,Team 1
351,2019,17,Indianapolis,Jacksonville,-1.0,-5.5,Team 2,Team 1,69%,31%,20.0,38.0,58.0,4.5,Team 2
352,2019,17,Atlanta,TampaBay,-2.5,-1.0,Team 2,Team 2,69%,31%,28.0,22.0,50.0,-1.5,Team 1
353,2019,17,Washington,Dallas,-7.0,-12.5,Team 2,Team 2,36%,64%,16.0,47.0,63.0,5.5,Team 2
354,2019,17,NewOrleans,Carolina,-11.5,-14.0,Team 1,Team 1,73%,27%,42.0,10.0,52.0,2.5,Team 1
355,2019,17,Philadelphia,NYGiants,-5.5,-3.5,Team 1,Team 1,48%,52%,34.0,17.0,51.0,-2.0,Team 1
356,2019,17,Pittsburgh,Baltimore,-3.5,-1.5,Team 2,Team 1,53%,47%,10.0,28.0,38.0,-2.0,Team 2
357,2019,17,NYJets,Buffalo,-4.0,-1.0,Team 2,Team 1,59%,41%,13.0,6.0,19.0,-3.0,Team 1
358,2019,17,Miami,NewEngland,-14.0,-17.0,Team 2,Team 2,31%,69%,27.0,24.0,51.0,3.0,Team 1
359,2019,17,GreenBay,Detroit,-10.5,-13.0,Team 1,Team 1,74%,26%,23.0,20.0,43.0,2.5,Team 1
360,2019,17,LAChargers,KansasCity,-7.5,-10.0,Team 2,Team 2,17%,83%,21.0,31.0,52.0,2.5,Team 2
361,2019,17,Arizona,LARams,-7.5,-7.0,Team 2,Team 2,43%,57%,24.0,31.0,55.0,-0.5,Team 2
362,2019,17,SanFrancisco,Seattle,-1.0,-3.5,Team 2,Team 1,47%,53%,26.0,21.0,47.0,2.5,Team 1
363,2019,17,Oakland,Denver,-5.0,-4.5,Team 2,Team 2,71%,29%,15.0,16.0,31.0,-0.5,Team 2
364,2019,18,Buffalo,Houston,-3.0,-2.5,Team 2,Team 2,49%,51%,19.0,22.0,41.0,-0.5,Team 2
365,2019,18,Tennessee,NewEngland,-5.5,-5.0,Team 2,Team 2,35%,65%,20.0,13.0,33.0,-0.5,Team 1
366,2019,18,Minnesota,NewOrleans,-8.0,-7.0,Team 2,Team 2,32%,68%,26.0,20.0,46.0,-1.0,Team 1
367,2019,18,Seattle,Philadelphia,-1.0,0.0,Team 2,No Favorite,76%,24%,17.0,9.0,26.0,-1.0,Team 1
368,2019,19,Minnesota,SanFrancisco,-7.0,-7.0,Team 2,Team 2,58%,42%,10.0,27.0,37.0,0.0,Team 2
369,2019,19,Tennessee,Baltimore,-10.0,-10.0,Team 2,Team 2,38%,62%,28.0,12.0,40.0,0.0,Team 1
370,2019,19,Houston,KansasCity,-9.0,-10.0,Team 2,Team 2,46%,54%,31.0,51.0,82.0,1.0,Team 2
371,2019,19,Seattle,GreenBay,-3.5,-4.5,Team 2,Team 2,43%,57%,23.0,28.0,51.0,1.0,Team 2
372,2019,20,GreenBay,SanFrancisco,-7.0,-8.0,Team 2,Team 2,47%,53%,20.0,37.0,57.0,1.0,Team 2
373,2019,20,Tennessee,KansasCity,-7.5,-7.0,Team 2,Team 2,38%,62%,24.0,35.0,59.0,-0.5,Team 2
374,2019,22,SanFrancisco,KansasCity,-1.5,-1.5,Team 2,Team 2,45%,55%,20.0,31.0,51.0,0.0,Team 2
375,2018,1,Atlanta,Philadelphia,-4.0,0.0,Team 2,No Favorite,62%,38%,12.0,18.0,30.0,-4.0,Team 2
376,2018,1,Pittsburgh,Cleveland,-7.0,-3.5,Team 1,Team 1,65%,35%,21.0,21.0,42.0,-3.5,Draw
377,2018,1,SanFrancisco,Minnesota,-5.0,-6.5,Team 2,Team 2,27%,73%,16.0,24.0,40.0,1.5,Team 2
378,2018,1,Cincinnati,Indianapolis,-1.5,-1.0,Team 2,Team 1,72%,28%,34.0,23.0,57.0,-0.5,Team 1
379,2018,1,Buffalo,Baltimore,-3.0,-8.0,Team 2,Team 2,38%,62%,3.0,47.0,50.0,5.0,Team 2
380,2018,1,Jacksonville,NYGiants,-3.0,-3.0,Team 1,Team 1,45%,55%,20.0,15.0,35.0,0.0,Team 1
381,2018,1,TampaBay,NewOrleans,-7.5,-10.0,Team 2,Team 2,31%,69%,48.0,40.0,88.0,2.5,Team 1
382,2018,1,Houston,NewEngland,,-6.0,Team 1,Team 2,44%,56%,20.0,27.0,47.0,,Team 2
383,2018,1,Tennessee,Miami,,0.0,Team 1,No Favorite,62%,38%,20.0,27.0,47.0,,Team 2
384,2018,1,KansasCity,LAChargers,,-3.5,Team 1,Team 2,46%,54%,38.0,28.0,66.0,,Team 1
385,2018,1,Seattle,Denver,-1.5,-3.0,Team 2,Team 2,30%,70%,24.0,27.0,51.0,1.5,Team 2
386,2018,1,Dallas,Carolina,-2.5,-3.0,Team 2,Team 2,23%,77%,8.0,16.0,24.0,0.5,Team 2
387,2018,1,Washington,Arizona,0.0,-2.5,No Favorite,Team 2,35%,65%,24.0,6.0,30.0,2.5,Team 1
388,2018,1,Chicago,GreenBay,-9.0,-7.0,Team 2,Team 2,36%,64%,23.0,24.0,47.0,-2.0,Team 2
389,2018,1,NYJets,Detroit,-6.5,-7.0,Team 2,Team 2,42%,58%,48.0,17.0,65.0,0.5,Team 1
390,2018,1,LARams,Oakland,0.0,-6.5,No Favorite,Team 1,66%,34%,33.0,13.0,46.0,6.5,Team 1
391,2018,2,Baltimore,Cincinnati,-1.0,-1.0,Team 1,Team 1,68%,32%,23.0,34.0,57.0,0.0,Team 2
392,2018,2,Indianapolis,Washington,-5.0,-6.0,Team 2,Team 2,52%,48%,21.0,9.0,30.0,1.0,Team 1
393,2018,2,Carolina,Atlanta,-5.0,-5.5,Team 2,Team 2,52%,48%,24.0,31.0,55.0,0.5,Team 2
394,2018,2,Minnesota,GreenBay,0.0,-1.5,No Favorite,Team 1,73%,27%,29.0,29.0,58.0,1.5,Draw
395,2018,2,LAChargers,Buffalo,-9.0,-7.5,Team 1,Team 1,72%,28%,31.0,20.0,51.0,-1.5,Team 1
396,2018,2,Houston,Tennessee,-2.0,-3.5,Team 1,Team 1,79%,21%,17.0,20.0,37.0,1.5,Team 2
397,2018,2,KansasCity,Pittsburgh,-5.0,-4.5,Team 2,Team 2,54%,46%,42.0,37.0,79.0,-0.5,Team 1
398,2018,2,Miami,NYJets,0.0,-3.0,No Favorite,Team 2,39%,61%,20.0,12.0,32.0,3.0,Team 1
399,2018,2,Philadelphia,TampaBay,-3.0,-3.0,Team 1,Team 1,73%,27%,21.0,27.0,48.0,0.0,Team 2
400,2018,2,Cleveland,NewOrleans,-9.0,-9.5,Team 2,Team 2,33%,67%,18.0,21.0,39.0,0.5,Team 2
401,2018,2,Arizona,LARams,-11.0,-13.0,Team 2,Team 2,30%,70%,0.0,34.0,34.0,2.0,Team 2
402,2018,2,Detroit,SanFrancisco,-3.0,-6.0,Team 2,Team 2,37%,63%,27.0,30.0,57.0,3.0,Team 2
403,2018,2,NewEngland,Jacksonville,0.0,-1.5,No Favorite,Team 1,76%,24%,20.0,31.0,51.0,1.5,Team 2
404,2018,2,Oakland,Denver,-4.5,-6.0,Team 2,Team 2,42%,58%,19.0,20.0,39.0,1.5,Team 2
405,2018,2,NYGiants,Dallas,-3.0,-3.0,Team 2,Team 2,65%,35%,13.0,20.0,33.0,0.0,Team 2
406,2018,2,Seattle,Chicago,-3.0,-4.5,Team 2,Team 2,50%,50%,17.0,24.0,41.0,1.5,Team 2
407,2018,3,NYJets,Cleveland,-3.5,-3.0,Team 2,Team 2,33%,67%,17.0,21.0,38.0,-0.5,Team 2
408,2018,3,Indianapolis,Philadelphia,,-6.5,Team 1,Team 2,54%,46%,16.0,20.0,36.0,,Team 2
409,2018,3,Cincinnati,Carolina,-3.0,-2.5,Team 2,Team 2,44%,56%,21.0,31.0,52.0,-0.5,Team 2
410,2018,3,Tennessee,Jacksonville,,-10.0,Team 1,Team 2,29%,71%,9.0,6.0,15.0,,Team 1
411,2018,3,NewOrleans,Atlanta,,-1.5,Team 1,Team 2,54%,46%,43.0,37.0,80.0,,Team 1
412,2018,3,Denver,Baltimore,,-5.5,Team 1,Team 2,40%,60%,14.0,27.0,41.0,,Team 2
413,2018,3,NYGiants,Houston,,-6.0,Team 1,Team 2,45%,55%,27.0,22.0,49.0,,Team 1
414,2018,3,Oakland,Miami,,-3.0,Team 1,Team 2,56%,44%,20.0,28.0,48.0,,Team 2
415,2018,3,GreenBay,Washington,,,Team 1,Team 1,46%,54%,17.0,31.0,48.0,,Team 2
416,2018,3,Buffalo,Minnesota,,,Team 1,Team 1,32%,68%,27.0,6.0,33.0,,Team 1
417,2018,3,SanFrancisco,KansasCity,,,Team 1,Team 1,51%,49%,27.0,38.0,65.0,,Team 2
418,2018,3,LAChargers,LARams,,,Team 1,Team 1,42%,58%,23.0,35.0,58.0,,Team 2
419,2018,3,Chicago,Arizona,,,Team 1,Team 1,62%,38%,16.0,14.0,30.0,,Team 1
420,2018,3,Dallas,Seattle,,-1.5,Team 1,Team 2,39%,61%,13.0,24.0,37.0,,Team 2
421,2018,3,NewEngland,Detroit,-7.5,-7.0,Team 1,Team 1,70%,30%,10.0,26.0,36.0,-0.5,Team 2
422,2018,3,Pittsburgh,TampaBay,,-1.0,Team 1,Team 2,50%,50%,30.0,27.0,57.0,,Team 1
423,2018,4,Minnesota,LARams,,-7.0,Team 1,Team 2,52%,48%,31.0,38.0,69.0,,Team 2
424,2018,4,Miami,NewEngland,,-6.5,Team 1,Team 2,29%,71%,7.0,38.0,45.0,,Team 2
