,index,Season,Week,Include,Team 1,Team 2,Spread Open,Spread Close,Spread Consensus Team 1,Spread Consensus Team 2,O/U Open,O/U Close,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2
345,690,2019,16,True,Carolina,Indianapolis,46.5,46.5,55%,45%,-6.5,-7,59%,41%,48%,52%,201916CarolinaIndianapolis,201916IndianapolisCarolina
346,692,2019,16,True,Baltimore,Cleveland,-7,-10,75%,25%,49.0,49,57%,43%,90%,10%,201916BaltimoreCleveland,201916ClevelandBaltimore
347,694,2019,16,True,Dallas,Philadelphia,PK,-2.5,61%,39%,47.5,46.5,62%,38%,75%,25%,201916DallasPhiladelphia,201916PhiladelphiaDallas
348,696,2019,16,True,Arizona,Seattle,48.5,51,40%,60%,-9.5,-8,62%,38%,10%,90%,201916ArizonaSeattle,201916SeattleArizona
349,698,2019,16,True,KansasCity,Chicago,-4,-7,60%,40%,45.0,45.5,61%,39%,86%,14%,201916KansasCityChicago,201916ChicagoKansasCity
350,700,2019,16,True,GreenBay,Minnesota,46.5,47,60%,40%,-4.5,-4.5,61%,39%,71%,29%,201916GreenBayMinnesota,201916MinnesotaGreenBay
351,702,2019,17,True,Tennessee,Houston,PK,-9.5,68%,32%,216.5,43,64%,36%,74%,26%,201917TennesseeHouston,201917HoustonTennessee
352,704,2019,17,True,Cleveland,Cincinnati,-2.5,-2.5,64%,36%,216.5,43.5,74%,26%,73%,27%,201917ClevelandCincinnati,201917CincinnatiCleveland
353,706,2019,17,True,Chicago,Minnesota,211.5,-4.5,59%,41%,-7.5,35.5,66%,34%,60%,40%,201917ChicagoMinnesota,201917MinnesotaChicago
354,708,2019,17,True,Indianapolis,Jacksonville,227.5,-5.5,69%,31%,-1,41.5,41%,59%,52%,48%,201917IndianapolisJacksonville,201917JacksonvilleIndianapolis
355,710,2019,17,True,Atlanta,TampaBay,50.5,48.5,69%,31%,-2.5,-1,76%,24%,42%,58%,201917AtlantaTampaBay,201917TampaBayAtlanta
356,712,2019,17,True,Washington,Dallas,44.0,47,36%,64%,-7,-12.5,56%,44%,18%,82%,201917WashingtonDallas,201917DallasWashington
357,714,2019,17,True,NewOrleans,Carolina,-11.5,-14,73%,27%,48.0,45,71%,29%,98%,2%,201917NewOrleansCarolina,201917CarolinaNewOrleans
358,716,2019,17,True,Philadelphia,NYGiants,-5.5,-3.5,48%,52%,45.0,44.5,76%,24%,81%,19%,201917PhiladelphiaNYGiants,201917NYGiantsPhiladelphia
359,718,2019,17,True,Pittsburgh,Baltimore,41.0,-1.5,53%,47%,-3.5,35,43%,57%,28%,72%,201917PittsburghBaltimore,201917BaltimorePittsburgh
360,720,2019,17,True,NYJets,Buffalo,37.5,-1,59%,41%,-4,37,66%,34%,50%,50%,201917NYJetsBuffalo,201917BuffaloNYJets
361,722,2019,17,True,Miami,NewEngland,43.5,45.5,31%,69%,-14,-17,55%,45%,4%,96%,201917MiamiNewEngland,201917NewEnglandMiami
362,724,2019,17,True,GreenBay,Detroit,-10.5,-13,74%,26%,41.5,44,83%,17%,96%,4%,201917GreenBayDetroit,201917DetroitGreenBay
363,726,2019,17,True,LAChargers,KansasCity,48.0,46,17%,83%,-7.5,-10,36%,64%,7%,93%,201917LAChargersKansasCity,201917KansasCityLAChargers
364,728,2019,17,True,Arizona,LARams,49.0,45.5,43%,57%,-7.5,-7,85%,15%,87%,13%,201917ArizonaLARams,201917LARamsArizona
365,730,2019,17,True,SanFrancisco,Seattle,47.0,-3.5,47%,53%,-1,47,64%,36%,58%,42%,201917SanFranciscoSeattle,201917SeattleSanFrancisco
366,732,2019,17,True,Oakland,Denver,41.5,41,71%,29%,-5,-4.5,67%,33%,85%,15%,201917OaklandDenver,201917DenverOakland
367,734,2019,18,True,Buffalo,Houston,39.5,43,49%,51%,-3,-2.5,48%,52%,47%,53%,201918BuffaloHouston,201918HoustonBuffalo
368,736,2019,18,True,Tennessee,NewEngland,41.5,45,35%,65%,-5.5,-5,57%,43%,30%,70%,201918TennesseeNewEngland,201918NewEnglandTennessee
369,738,2019,18,True,Minnesota,NewOrleans,46.0,50,32%,68%,-8,-7,75%,25%,16%,84%,201918MinnesotaNewOrleans,201918NewOrleansMinnesota
370,740,2019,18,True,Seattle,Philadelphia,45.5,PK,76%,24%,-1,44.5,61%,39%,64%,36%,201918SeattlePhiladelphia,201918PhiladelphiaSeattle
371,742,2019,19,True,Minnesota,SanFrancisco,46,44.5,58%,42%,-7,-7,68%,32%,31%,69%,201919MinnesotaSanFrancisco,201919SanFranciscoMinnesota
372,744,2019,19,True,Tennessee,Baltimore,48.5,47.5,38%,62%,-10,-10,59%,41%,15%,85%,201919TennesseeBaltimore,201919BaltimoreTennessee
373,746,2019,19,True,Houston,KansasCity,49,51,46%,54%,-9,-10,64%,36%,27%,73%,201919HoustonKansasCity,201919KansasCityHouston
374,748,2019,19,True,Seattle,GreenBay,46,45.5,43%,57%,-3.5,-4.5,62%,38%,51%,49%,201919SeattleGreenBay,201919GreenBaySeattle
375,750,2019,20,True,GreenBay,SanFrancisco,45,47,47%,53%,-7,-8,63%,37%,65%,35%,201920GreenBaySanFrancisco,201920SanFranciscoGreenBay
376,752,2019,20,True,Tennessee,KansasCity,52.0,51,38%,62%,-7.5,-7,59%,41%,40%,60%,201920TennesseeKansasCity,201920KansasCityTennessee
377,754,2019,21,True,NFC,AFC,-1,55.5,47%,53%,51.0,-1.5,79%,21%,42%,58%,201921NFCAFC,201921AFCNFC
378,756,2019,22,True,SanFrancisco,KansasCity,54,53,45%,55%,-1.5,-1.5,71%,29%,51%,49%,201922SanFranciscoKansasCity,201922KansasCitySanFrancisco
379,758,2018,1,True,Atlanta,Philadelphia,47,PK,62%,38%,-4,44.5,55%,45%,67%,33%,20181AtlantaPhiladelphia,20181PhiladelphiaAtlanta
380,760,2018,1,True,Pittsburgh,Cleveland,-7,-3.5,65%,35%,47.5,41,41%,59%,48%,52%,20181PittsburghCleveland,20181ClevelandPittsburgh
381,762,2018,1,True,SanFrancisco,Minnesota,47,46,27%,73%,-5,-6.5,42%,58%,47%,53%,20181SanFranciscoMinnesota,20181MinnesotaSanFrancisco
382,764,2018,1,True,Cincinnati,Indianapolis,47,-1,72%,28%,-1.5,47.5,57%,43%,69%,31%,20181CincinnatiIndianapolis,20181IndianapolisCincinnati
383,766,2018,1,True,Buffalo,Baltimore,42.5,38.5,38%,62%,-3,-8,21%,79%,18%,82%,20181BuffaloBaltimore,20181BaltimoreBuffalo
384,768,2018,1,True,Jacksonville,NYGiants,-3,-3,45%,55%,44,42.5,25%,75%,50%,50%,20181JacksonvilleNYGiants,20181NYGiantsJacksonville
385,770,2018,1,True,TampaBay,NewOrleans,52,49.5,31%,69%,-7.5,-10,66%,34%,13%,87%,20181TampaBayNewOrleans,20181NewOrleansTampaBay
386,772,2018,1,True,Houston,NewEngland,,49.5,44%,56%,,-6,71%,29%,69%,31%,20181HoustonNewEngland,20181NewEnglandHouston
387,774,2018,1,True,Tennessee,Miami,,PK,62%,38%,,43.5,31%,69%,55%,45%,20181TennesseeMiami,20181MiamiTennessee
388,776,2018,1,True,KansasCity,LAChargers,,48,46%,54%,,-3.5,70%,30%,45%,55%,20181KansasCityLAChargers,20181LAChargersKansasCity
389,778,2018,1,True,Seattle,Denver,42,42.5,30%,70%,-1.5,-3,48%,52%,58%,42%,20181SeattleDenver,20181DenverSeattle
390,780,2018,1,True,Dallas,Carolina,44.5,42,23%,77%,-2.5,-3,57%,43%,43%,57%,20181DallasCarolina,20181CarolinaDallas
391,782,2018,1,True,Washington,Arizona,PK,43.5,35%,65%,44.5,-2.5,40%,60%,49%,51%,20181WashingtonArizona,20181ArizonaWashington
392,784,2018,1,True,Chicago,GreenBay,48,45,36%,64%,-9,-7,64%,36%,29%,71%,20181ChicagoGreenBay,20181GreenBayChicago
393,786,2018,1,True,NYJets,Detroit,43.5,44,42%,58%,-6.5,-7,58%,42%,32%,68%,20181NYJetsDetroit,20181DetroitNYJets
394,788,2018,1,True,LARams,Oakland,PK,-6.5,66%,34%,50,47.5,65%,35%,51%,49%,20181LARamsOakland,20181OaklandLARams
395,790,2018,2,True,Baltimore,Cincinnati,-1,-1,68%,32%,43,43.5,61%,39%,49%,51%,20182BaltimoreCincinnati,20182CincinnatiBaltimore
396,792,2018,2,True,Indianapolis,Washington,47.5,48,52%,48%,-5,-6,62%,38%,21%,79%,20182IndianapolisWashington,20182WashingtonIndianapolis
397,794,2018,2,True,Carolina,Atlanta,44,43.5,52%,48%,-5,-5.5,44%,56%,64%,36%,20182CarolinaAtlanta,20182AtlantaCarolina
398,796,2018,2,True,Minnesota,GreenBay,PK,-1.5,73%,27%,47,45,64%,36%,65%,35%,20182MinnesotaGreenBay,20182GreenBayMinnesota
399,798,2018,2,True,LAChargers,Buffalo,-9,-7.5,72%,28%,44.5,41.5,63%,37%,75%,25%,20182LAChargersBuffalo,20182BuffaloLAChargers
400,800,2018,2,True,Houston,Tennessee,-2,-3.5,79%,21%,45,41,78%,22%,80%,20%,20182HoustonTennessee,20182TennesseeHouston
401,802,2018,2,True,KansasCity,Pittsburgh,49.5,52.5,54%,46%,-5,-4.5,78%,22%,76%,24%,20182KansasCityPittsburgh,20182PittsburghKansasCity
402,804,2018,2,True,Miami,NYJets,PK,43,39%,61%,43,-3,43%,57%,49%,51%,20182MiamiNYJets,20182NYJetsMiami
403,806,2018,2,True,Philadelphia,TampaBay,-3,-3,73%,27%,44,46.5,60%,40%,65%,35%,20182PhiladelphiaTampaBay,20182TampaBayPhiladelphia
404,808,2018,2,True,Cleveland,NewOrleans,47.5,51,33%,67%,-9,-9.5,84%,16%,9%,91%,20182ClevelandNewOrleans,20182NewOrleansCleveland
405,810,2018,2,True,Arizona,LARams,47,43.5,30%,70%,-11,-13,68%,32%,51%,49%,20182ArizonaLARams,20182LARamsArizona
406,812,2018,2,True,Detroit,SanFrancisco,48,48.5,37%,63%,-3,-6,81%,19%,65%,35%,20182DetroitSanFrancisco,20182SanFranciscoDetroit
407,814,2018,2,True,NewEngland,Jacksonville,PK,-1.5,76%,24%,45,44.5,47%,53%,78%,22%,20182NewEnglandJacksonville,20182JacksonvilleNewEngland
408,816,2018,2,True,Oakland,Denver,45.5,44.5,42%,58%,-4.5,-6,67%,33%,64%,36%,20182OaklandDenver,20182DenverOakland
409,818,2018,2,True,NYGiants,Dallas,43.5,42,65%,35%,-3,-3,67%,33%,84%,16%,20182NYGiantsDallas,20182DallasNYGiants
410,820,2018,2,True,Seattle,Chicago,43.5,42.5,50%,50%,-3,-4.5,68%,32%,53%,47%,20182SeattleChicago,20182ChicagoSeattle
411,822,2018,3,True,NYJets,Cleveland,40,41,33%,67%,-3.5,-3,58%,42%,34%,66%,20183NYJetsCleveland,20183ClevelandNYJets
412,824,2018,3,True,Indianapolis,Philadelphia,,45.5,54%,46%,,-6.5,54%,46%,57%,43%,20183IndianapolisPhiladelphia,20183PhiladelphiaIndianapolis
413,826,2018,3,True,Cincinnati,Carolina,44,44.5,44%,56%,-3,-2.5,70%,30%,49%,51%,20183CincinnatiCarolina,20183CarolinaCincinnati
414,828,2018,3,True,Tennessee,Jacksonville,,39.5,29%,71%,,-10,51%,49%,34%,66%,20183TennesseeJacksonville,20183JacksonvilleTennessee
415,830,2018,3,True,NewOrleans,Atlanta,,54,54%,46%,,-1.5,83%,17%,44%,56%,20183NewOrleansAtlanta,20183AtlantaNewOrleans
416,832,2018,3,True,Denver,Baltimore,,46,40%,60%,,-5.5,43%,57%,87%,13%,20183DenverBaltimore,20183BaltimoreDenver
417,834,2018,3,True,NYGiants,Houston,,44.5,45%,55%,,-6,87%,13%,75%,25%,20183NYGiantsHouston,20183HoustonNYGiants
418,836,2018,3,True,Oakland,Miami,,46,56%,44%,,-3,66%,34%,56%,44%,20183OaklandMiami,20183MiamiOakland
419,838,2018,3,True,GreenBay,Washington,,,46%,54%,,,61%,39%,64%,36%,20183GreenBayWashington,20183WashingtonGreenBay
420,840,2018,3,True,Buffalo,Minnesota,,,32%,68%,,,75%,25%,50%,50%,20183BuffaloMinnesota,20183MinnesotaBuffalo
421,842,2018,3,True,SanFrancisco,KansasCity,,,51%,49%,,,70%,30%,61%,39%,20183SanFranciscoKansasCity,20183KansasCitySanFrancisco
422,844,2018,3,True,LAChargers,LARams,,,42%,58%,,,80%,20%,59%,41%,20183LAChargersLARams,20183LARamsLAChargers
423,846,2018,3,True,Chicago,Arizona,,,62%,38%,,,65%,35%,38%,62%,20183ChicagoArizona,20183ArizonaChicago
424,848,2018,3,True,Dallas,Seattle,,40,39%,61%,,-1.5,64%,36%,44%,56%,20183DallasSeattle,20183SeattleDallas
425,850,2018,3,True,NewEngland,Detroit,-7.5,-7,70%,30%,46,55.5,68%,32%,59%,41%,20183NewEnglandDetroit,20183DetroitNewEngland
426,852,2018,3,True,Pittsburgh,TampaBay,,55,50%,50%,,-1,69%,31%,66%,34%,20183PittsburghTampaBay,20183TampaBayPittsburgh
427,854,2018,4,True,Minnesota,LARams,,49,52%,48%,,-7,66%,34%,45%,55%,20184MinnesotaLARams,20184LARamsMinnesota
428,856,2018,4,True,Miami,NewEngland,,50.5,29%,71%,,-6.5,68%,32%,42%,58%,20184MiamiNewEngland,20184NewEnglandMiami
429,858,2018,4,True,Houston,Indianapolis,47.5,-1,47%,53%,-1.5,48.5,38%,62%,58%,42%,20184HoustonIndianapolis,20184IndianapolisHouston
430,860,2018,4,True,Cincinnati,Atlanta,48,52.5,53%,47%,-5.5,-3.5,88%,12%,14%,86%,20184CincinnatiAtlanta,20184AtlantaCincinnati
431,862,2018,4,True,Buffalo,GreenBay,44.5,44,42%,58%,-10.5,-9,73%,27%,17%,83%,20184BuffaloGreenBay,20184GreenBayBuffalo
432,864,2018,4,True,Detroit,Dallas,,44,48%,52%,,-2.5,77%,23%,45%,55%,20184DetroitDallas,20184DallasDetroit
433,866,2018,4,True,NYJets,Jacksonville,38,40,40%,60%,-9,-7.5,56%,44%,6%,94%,20184NYJetsJacksonville,20184JacksonvilleNYJets
434,868,2018,4,True,TampaBay,Chicago,48.5,46,37%,63%,-2,-3,56%,44%,58%,42%,20184TampaBayChicago,20184ChicagoTampaBay
435,870,2018,4,True,Philadelphia,Tennessee,-3,-3,64%,36%,42,41.5,60%,40%,67%,33%,20184PhiladelphiaTennessee,20184TennesseePhiladelphia
436,872,2018,4,True,Seattle,Arizona,-3,-3.5,63%,37%,37.5,40,75%,25%,54%,46%,20184SeattleArizona,20184ArizonaSeattle
437,874,2018,4,True,Cleveland,Oakland,44.5,44.5,42%,58%,-2,-2.5,87%,13%,63%,37%,20184ClevelandOakland,20184OaklandCleveland
438,876,2018,4,True,SanFrancisco,LAChargers,,46.5,23%,77%,,-10,59%,41%,28%,72%,20184SanFranciscoLAChargers,20184LAChargersSanFrancisco
439,878,2018,4,True,NewOrleans,NYGiants,-3,-3,55%,45%,50,52,85%,15%,42%,58%,20184NewOrleansNYGiants,20184NYGiantsNewOrleans
440,880,2018,4,True,Baltimore,Pittsburgh,48.5,51.5,46%,54%,-3,-3,66%,34%,46%,54%,20184BaltimorePittsburgh,20184PittsburghBaltimore
441,882,2018,4,True,KansasCity,Denver,-5,-3.5,56%,44%,55,53.5,60%,40%,44%,56%,20184KansasCityDenver,20184DenverKansasCity
442,884,2018,5,True,Indianapolis,NewEngland,53.5,50,29%,71%,-10.5,-11,63%,37%,19%,81%,20185IndianapolisNewEngland,20185NewEnglandIndianapolis
443,886,2018,5,True,Baltimore,Cleveland,,-3.5,71%,29%,,44.5,56%,44%,46%,54%,20185BaltimoreCleveland,20185ClevelandBaltimore
444,888,2018,5,True,Jacksonville,KansasCity,,48,54%,46%,,-3,52%,48%,50%,50%,20185JacksonvilleKansasCity,20185KansasCityJacksonville
445,890,2018,5,True,Tennessee,Buffalo,-3,-6,47%,53%,39.5,38,35%,65%,78%,22%,20185TennesseeBuffalo,20185BuffaloTennessee
446,892,2018,5,True,NYGiants,Carolina,,43.5,36%,64%,,-6.5,72%,28%,30%,70%,20185NYGiantsCarolina,20185CarolinaNYGiants
447,894,2018,5,True,Denver,NYJets,,-1,51%,49%,,42.5,47%,53%,66%,34%,20185DenverNYJets,20185NYJetsDenver
448,896,2018,5,True,Atlanta,Pittsburgh,,57.5,43%,57%,,-3.5,73%,27%,38%,62%,20185AtlantaPittsburgh,20185PittsburghAtlanta
449,898,2018,5,True,GreenBay,Detroit,PK,50.5,51%,49%,51.5,-1,78%,22%,66%,34%,20185GreenBayDetroit,20185DetroitGreenBay
450,900,2018,5,True,Miami,Cincinnati,,48,65%,35%,,-6,46%,54%,69%,31%,20185MiamiCincinnati,20185CincinnatiMiami
451,902,2018,5,True,Oakland,LAChargers,51.5,51.5,48%,52%,-7,-5.5,81%,19%,79%,21%,20185OaklandLAChargers,20185LAChargersOakland
452,904,2018,5,True,Arizona,SanFrancisco,,40.5,65%,35%,,-3,51%,49%,82%,18%,20185ArizonaSanFrancisco,20185SanFranciscoArizona
453,906,2018,5,True,Minnesota,Philadelphia,,48.5,51%,49%,,-3.5,74%,26%,54%,46%,20185MinnesotaPhiladelphia,20185PhiladelphiaMinnesota
454,908,2018,5,True,LARams,Seattle,,-7.5,68%,32%,,50.5,64%,36%,50%,50%,20185LARamsSeattle,20185SeattleLARams
455,910,2018,5,True,Dallas,Houston,45.5,45.5,43%,57%,-3.5,-3.5,70%,30%,43%,57%,20185DallasHouston,20185HoustonDallas
456,912,2018,5,True,Washington,NewOrleans,,52,47%,53%,,-6,73%,27%,35%,65%,20185WashingtonNewOrleans,20185NewOrleansWashington
457,914,2018,6,True,Philadelphia,NYGiants,,-2,52%,48%,,45,71%,29%,49%,51%,20186PhiladelphiaNYGiants,20186NYGiantsPhiladelphia
458,916,2018,6,True,Arizona,Minnesota,,43.5,31%,69%,,-9.5,55%,45%,20%,80%,20186ArizonaMinnesota,20186MinnesotaArizona
459,918,2018,6,True,LAChargers,Cleveland,PK,47,50%,50%,46,-1,68%,32%,61%,39%,20186LAChargersCleveland,20186ClevelandLAChargers
460,920,2018,6,True,Chicago,Miami,,-7,65%,35%,,40.5,31%,69%,51%,49%,20186ChicagoMiami,20186MiamiChicago
461,922,2018,6,True,Carolina,Washington,,-1.5,57%,43%,,44.5,56%,44%,87%,13%,20186CarolinaWashington,20186WashingtonCarolina
462,924,2018,6,True,Indianapolis,NYJets,,48,55%,45%,,-2.5,76%,24%,46%,54%,20186IndianapolisNYJets,20186NYJetsIndianapolis
463,926,2018,6,True,Pittsburgh,Cincinnati,,50,61%,39%,,-1.5,64%,36%,48%,52%,20186PittsburghCincinnati,20186CincinnatiPittsburgh
464,928,2018,6,True,TampaBay,Atlanta,,57.5,26%,74%,,-3,72%,28%,31%,69%,20186TampaBayAtlanta,20186AtlantaTampaBay
465,930,2018,6,True,Seattle,Oakland,,-3,56%,44%,,48,65%,35%,53%,47%,20186SeattleOakland,20186OaklandSeattle
466,932,2018,6,True,Buffalo,Houston,,40,45%,55%,,-10,72%,28%,52%,48%,20186BuffaloHouston,20186HoustonBuffalo
467,934,2018,6,True,LARams,Denver,-7,-7,48%,52%,52.5,50,39%,61%,38%,62%,20186LARamsDenver,20186DenverLARams
468,936,2018,6,True,Jacksonville,Dallas,,-3,60%,40%,,39.5,63%,37%,68%,32%,20186JacksonvilleDallas,20186DallasJacksonville
469,938,2018,6,True,Baltimore,Tennessee,,-2.5,68%,32%,,43.5,52%,48%,65%,35%,20186BaltimoreTennessee,20186TennesseeBaltimore
470,940,2018,6,True,KansasCity,NewEngland,,59.5,43%,57%,,-4,64%,36%,51%,49%,20186KansasCityNewEngland,20186NewEnglandKansasCity
471,942,2018,6,True,SanFrancisco,GreenBay,,46.5,30%,70%,,-9.5,63%,37%,27%,73%,20186SanFranciscoGreenBay,20186GreenBaySanFrancisco
472,944,2018,7,True,Denver,Arizona,PK,-1,66%,34%,40,42.5,61%,39%,56%,44%,20187DenverArizona,20187ArizonaDenver
473,946,2018,7,True,Tennessee,LAChargers,,46,40%,60%,,-6.5,70%,30%,31%,69%,20187TennesseeLAChargers,20187LAChargersTennessee
474,948,2018,7,True,NewEngland,Chicago,,-2,74%,26%,,49.5,50%,50%,80%,20%,20187NewEnglandChicago,20187ChicagoNewEngland
475,950,2018,7,True,Cleveland,TampaBay,,52.5,48%,52%,,-3.5,76%,24%,69%,31%,20187ClevelandTampaBay,20187TampaBayCleveland
476,952,2018,7,True,Detroit,Miami,-1,-3,66%,34%,47,47,53%,47%,58%,42%,20187DetroitMiami,20187MiamiDetroit
477,954,2018,7,True,Carolina,Philadelphia,,45,56%,44%,,-5,62%,38%,28%,72%,20187CarolinaPhiladelphia,20187PhiladelphiaCarolina
478,956,2018,7,True,Buffalo,Indianapolis,42.5,43.5,33%,67%,-7,-7,58%,42%,33%,67%,20187BuffaloIndianapolis,20187IndianapolisBuffalo
479,958,2018,7,True,Cincinnati,KansasCity,58.5,56.5,33%,67%,-6,-6.5,71%,29%,40%,60%,20187CincinnatiKansasCity,20187KansasCityCincinnati
480,960,2018,7,True,Minnesota,NYJets,,-3.5,57%,43%,,45,69%,31%,68%,32%,20187MinnesotaNYJets,20187NYJetsMinnesota
481,962,2018,7,True,Houston,Jacksonville,,42.5,50%,50%,,-3.5,66%,34%,31%,69%,20187HoustonJacksonville,20187JacksonvilleHouston
482,964,2018,7,True,NewOrleans,Baltimore,50.5,49.5,51%,49%,-2.5,-2.5,68%,32%,54%,46%,20187NewOrleansBaltimore,20187BaltimoreNewOrleans
483,966,2018,7,True,Dallas,Washington,,-1.5,47%,53%,,40.5,59%,41%,54%,46%,20187DallasWashington,20187WashingtonDallas
484,968,2018,7,True,LARams,SanFrancisco,-10.5,-9,55%,45%,53,52,73%,27%,83%,17%,20187LARamsSanFrancisco,20187SanFranciscoLARams
485,970,2018,7,True,NYGiants,Atlanta,54,52.5,37%,63%,-4.5,-4.5,75%,25%,28%,72%,20187NYGiantsAtlanta,20187AtlantaNYGiants
486,972,2018,8,True,Miami,Houston,45.5,45,44%,56%,-7.5,-7.5,50%,50%,24%,76%,20188MiamiHouston,20188HoustonMiami
487,974,2018,8,True,Philadelphia,Jacksonville,,-4,75%,25%,,44.5,72%,28%,67%,33%,20188PhiladelphiaJacksonville,20188JacksonvillePhiladelphia
488,976,2018,8,True,Cleveland,Pittsburgh,,47.5,45%,55%,,-8.5,52%,48%,30%,70%,20188ClevelandPittsburgh,20188PittsburghCleveland
489,978,2018,8,True,Denver,KansasCity,55.5,53.5,42%,58%,-10.5,-9,69%,31%,27%,73%,20188DenverKansasCity,20188KansasCityDenver
490,980,2018,8,True,NYJets,Chicago,,42.5,48%,52%,,-8.5,64%,36%,39%,61%,20188NYJetsChicago,20188ChicagoNYJets
491,982,2018,8,True,Washington,NYGiants,,-1,63%,37%,,44,71%,29%,60%,40%,20188WashingtonNYGiants,20188NYGiantsWashington
492,984,2018,8,True,Seattle,Detroit,,48,55%,45%,,-3,62%,38%,62%,38%,20188SeattleDetroit,20188DetroitSeattle
493,986,2018,8,True,TampaBay,Cincinnati,,55,32%,68%,,-3.5,74%,26%,30%,70%,20188TampaBayCincinnati,20188CincinnatiTampaBay
494,988,2018,8,True,Baltimore,Carolina,PK,-2.5,50%,50%,43.5,44.5,64%,36%,65%,35%,20188BaltimoreCarolina,20188CarolinaBaltimore
495,990,2018,8,True,Indianapolis,Oakland,,-3.5,56%,44%,,51,76%,24%,29%,71%,20188IndianapolisOakland,20188OaklandIndianapolis
496,992,2018,8,True,SanFrancisco,Arizona,PK,-2.5,66%,34%,43.5,40,71%,29%,67%,33%,20188SanFranciscoArizona,20188ArizonaSanFrancisco
497,994,2018,8,True,GreenBay,LARams,,57,49%,51%,,-7.5,87%,13%,57%,43%,20188GreenBayLARams,20188LARamsGreenBay
498,996,2018,8,True,NewOrleans,Minnesota,52,-2.5,44%,56%,-1,54.5,83%,17%,49%,51%,20188NewOrleansMinnesota,20188MinnesotaNewOrleans
499,998,2018,8,True,NewEngland,Buffalo,,-14,73%,27%,,44.5,68%,32%,65%,35%,20188NewEnglandBuffalo,20188BuffaloNewEngland
500,1000,2018,9,True,Oakland,SanFrancisco,,-1.5,76%,24%,,44,65%,35%,76%,24%,20189OaklandSanFrancisco,20189SanFranciscoOakland
501,1002,2018,9,True,Detroit,Minnesota,,47,27%,73%,,-5,58%,42%,40%,60%,20189DetroitMinnesota,20189MinnesotaDetroit
502,1004,2018,9,True,KansasCity,Cleveland,-10.5,-8.5,80%,20%,52,51.5,60%,40%,78%,22%,20189KansasCityCleveland,20189ClevelandKansasCity
503,1006,2018,9,True,Pittsburgh,Baltimore,48,47,59%,41%,-3,-1.5,52%,48%,77%,23%,20189PittsburghBaltimore,20189BaltimorePittsburgh
504,1008,2018,9,True,TampaBay,Carolina,,55.5,45%,55%,,-6,75%,25%,55%,45%,20189TampaBayCarolina,20189CarolinaTampaBay
505,1010,2018,9,True,NYJets,Miami,,43,58%,42%,,-3,44%,56%,65%,35%,20189NYJetsMiami,20189MiamiNYJets
506,1012,2018,9,True,Atlanta,Washington,,47,62%,38%,,-1.5,68%,32%,55%,45%,20189AtlantaWashington,20189WashingtonAtlanta
507,1014,2018,9,True,Chicago,Buffalo,,-10,45%,55%,,38,50%,50%,29%,71%,20189ChicagoBuffalo,20189BuffaloChicago
508,1016,2018,9,True,Houston,Denver,PK,46.5,51%,49%,47.5,-1,41%,59%,54%,46%,20189HoustonDenver,20189DenverHouston
509,1018,2018,9,True,LAChargers,Seattle,,48.5,42%,58%,,-1,72%,28%,45%,55%,20189LAChargersSeattle,20189SeattleLAChargers
510,1020,2018,9,True,LARams,NewOrleans,,-2,50%,50%,,57.5,86%,14%,49%,51%,20189LARamsNewOrleans,20189NewOrleansLARams
511,1022,2018,9,True,GreenBay,NewEngland,,56.5,44%,56%,,-5,71%,29%,50%,50%,20189GreenBayNewEngland,20189NewEnglandGreenBay
512,1024,2018,9,True,Tennessee,Dallas,42.5,40,39%,61%,-4,-5,60%,40%,24%,76%,20189TennesseeDallas,20189DallasTennessee
513,1026,2018,10,True,Carolina,Pittsburgh,50,51,40%,60%,-7,-3.5,69%,31%,56%,44%,201810CarolinaPittsburgh,201810PittsburghCarolina
514,1028,2018,10,True,Buffalo,NYJets,36.5,37.5,37%,63%,-9.5,-7,53%,47%,74%,26%,201810BuffaloNYJets,201810NYJetsBuffalo
515,1030,2018,10,True,Atlanta,Cleveland,-3.5,-5.5,68%,32%,51,49.5,71%,29%,39%,61%,201810AtlantaCleveland,201810ClevelandAtlanta
516,1032,2018,10,True,NewOrleans,Cincinnati,-4.5,-6,55%,45%,55,53.5,66%,34%,76%,24%,201810NewOrleansCincinnati,201810CincinnatiNewOrleans
517,1034,2018,10,True,Washington,TampaBay,PK,51,41%,59%,51.5,-3.5,73%,27%,72%,28%,201810WashingtonTampaBay,201810TampaBayWashington
518,1036,2018,10,True,NewEngland,Tennessee,-7,-6.5,72%,28%,48,46.5,38%,62%,66%,34%,201810NewEnglandTennessee,201810TennesseeNewEngland
519,1038,2018,10,True,Miami,GreenBay,47.5,49,27%,73%,-9,-12.5,40%,60%,31%,69%,201810MiamiGreenBay,201810GreenBayMiami
520,1040,2018,10,True,Jacksonville,Indianapolis,47.5,48,50%,50%,-3,-3,38%,62%,54%,46%,201810JacksonvilleIndianapolis,201810IndianapolisJacksonville
521,1042,2018,10,True,Detroit,Chicago,46.5,44.5,50%,50%,-6,-7,37%,63%,61%,39%,201810DetroitChicago,201810ChicagoDetroit
522,1044,2018,10,True,Arizona,KansasCity,50,49.5,29%,71%,-18.5,-16,73%,27%,28%,72%,201810ArizonaKansasCity,201810KansasCityArizona
