,index,Season,Week,Include,Team 1,Team 2,Team 1 Final,Team 2 Final,Total Final,Game ID 1,Game ID 2
227,454,2016,13,True,Philadelphia,Cincinnati,14.0,32.0,46.0,201613PhiladelphiaCincinnati,201613CincinnatiPhiladelphia
228,456,2016,13,True,Miami,Baltimore,6.0,38.0,44.0,201613MiamiBaltimore,201613BaltimoreMiami
229,458,2016,13,True,SanFrancisco,Chicago,6.0,26.0,32.0,201613SanFranciscoChicago,201613ChicagoSanFrancisco
230,460,2016,13,True,Buffalo,Oakland,24.0,38.0,62.0,201613BuffaloOakland,201613OaklandBuffalo
231,462,2016,13,True,NYGiants,Pittsburgh,14.0,24.0,38.0,201613NYGiantsPittsburgh,201613PittsburghNYGiants
232,464,2016,13,True,Washington,Arizona,23.0,31.0,54.0,201613WashingtonArizona,201613ArizonaWashington
233,466,2016,13,True,TampaBay,SanDiego,28.0,21.0,49.0,201613TampaBaySanDiego,201613SanDiegoTampaBay
234,468,2016,13,True,Carolina,Seattle,7.0,40.0,47.0,201613CarolinaSeattle,201613SeattleCarolina
235,470,2016,13,True,Indianapolis,NYJets,41.0,10.0,51.0,201613IndianapolisNYJets,201613NYJetsIndianapolis
236,472,2016,14,True,Oakland,KansasCity,13.0,21.0,34.0,201614OaklandKansasCity,201614KansasCityOakland
237,474,2016,14,True,Pittsburgh,Buffalo,27.0,20.0,47.0,201614PittsburghBuffalo,201614BuffaloPittsburgh
238,476,2016,14,True,Denver,Tennessee,10.0,13.0,23.0,201614DenverTennessee,201614TennesseeDenver
239,478,2016,14,True,Washington,Philadelphia,27.0,22.0,49.0,201614WashingtonPhiladelphia,201614PhiladelphiaWashington
240,480,2016,14,True,Arizona,Miami,23.0,26.0,49.0,201614ArizonaMiami,201614MiamiArizona
241,482,2016,14,True,SanDiego,Carolina,16.0,28.0,44.0,201614SanDiegoCarolina,201614CarolinaSanDiego
242,484,2016,14,True,Cincinnati,Cleveland,23.0,10.0,33.0,201614CincinnatiCleveland,201614ClevelandCincinnati
243,486,2016,14,True,Chicago,Detroit,17.0,20.0,37.0,201614ChicagoDetroit,201614DetroitChicago
244,488,2016,14,True,Houston,Indianapolis,22.0,17.0,39.0,201614HoustonIndianapolis,201614IndianapolisHouston
245,490,2016,14,True,Minnesota,Jacksonville,25.0,16.0,41.0,201614MinnesotaJacksonville,201614JacksonvilleMinnesota
246,492,2016,14,True,NYJets,SanFrancisco,23.0,17.0,40.0,201614NYJetsSanFrancisco,201614SanFranciscoNYJets
247,494,2016,14,True,NewOrleans,TampaBay,11.0,16.0,27.0,201614NewOrleansTampaBay,201614TampaBayNewOrleans
248,496,2016,14,True,Atlanta,LosAngeles,42.0,14.0,56.0,201614AtlantaLosAngeles,201614LosAngelesAtlanta
249,498,2016,14,True,Seattle,GreenBay,10.0,38.0,48.0,201614SeattleGreenBay,201614GreenBaySeattle
250,500,2016,14,True,Dallas,NYGiants,7.0,10.0,17.0,201614DallasNYGiants,201614NYGiantsDallas
251,502,2016,14,True,Baltimore,NewEngland,23.0,30.0,53.0,201614BaltimoreNewEngland,201614NewEnglandBaltimore
252,504,2016,15,True,LosAngeles,Seattle,3.0,24.0,27.0,201615LosAngelesSeattle,201615SeattleLosAngeles
253,506,2016,15,True,Miami,NYJets,34.0,13.0,47.0,201615MiamiNYJets,201615NYJetsMiami
254,508,2016,15,True,GreenBay,Chicago,30.0,27.0,57.0,201615GreenBayChicago,201615ChicagoGreenBay
255,510,2016,15,True,Jacksonville,Houston,20.0,21.0,41.0,201615JacksonvilleHouston,201615HoustonJacksonville
256,512,2016,15,True,Cleveland,Buffalo,13.0,33.0,46.0,201615ClevelandBuffalo,201615BuffaloCleveland
257,514,2016,15,True,Philadelphia,Baltimore,26.0,27.0,53.0,201615PhiladelphiaBaltimore,201615BaltimorePhiladelphia
258,516,2016,15,True,Tennessee,KansasCity,19.0,17.0,36.0,201615TennesseeKansasCity,201615KansasCityTennessee
259,518,2016,15,True,Detroit,NYGiants,6.0,17.0,23.0,201615DetroitNYGiants,201615NYGiantsDetroit
260,520,2016,15,True,Indianapolis,Minnesota,34.0,6.0,40.0,201615IndianapolisMinnesota,201615MinnesotaIndianapolis
261,522,2016,15,True,Pittsburgh,Cincinnati,24.0,20.0,44.0,201615PittsburghCincinnati,201615CincinnatiPittsburgh
262,524,2016,15,True,NewOrleans,Arizona,48.0,41.0,89.0,201615NewOrleansArizona,201615ArizonaNewOrleans
263,526,2016,15,True,SanFrancisco,Atlanta,13.0,41.0,54.0,201615SanFranciscoAtlanta,201615AtlantaSanFrancisco
264,528,2016,15,True,NewEngland,Denver,16.0,3.0,19.0,201615NewEnglandDenver,201615DenverNewEngland
265,530,2016,15,True,Oakland,SanDiego,19.0,16.0,35.0,201615OaklandSanDiego,201615SanDiegoOakland
266,532,2016,15,True,TampaBay,Dallas,20.0,26.0,46.0,201615TampaBayDallas,201615DallasTampaBay
267,534,2016,15,True,Carolina,Washington,26.0,15.0,41.0,201615CarolinaWashington,201615WashingtonCarolina
268,536,2016,16,True,NYGiants,Philadelphia,19.0,24.0,43.0,201616NYGiantsPhiladelphia,201616PhiladelphiaNYGiants
269,538,2016,16,True,Miami,Buffalo,34.0,31.0,65.0,201616MiamiBuffalo,201616BuffaloMiami
270,540,2016,16,True,NYJets,NewEngland,3.0,41.0,44.0,201616NYJetsNewEngland,201616NewEnglandNYJets
271,542,2016,16,True,Tennessee,Jacksonville,17.0,38.0,55.0,201616TennesseeJacksonville,201616JacksonvilleTennessee
272,544,2016,16,True,Minnesota,GreenBay,25.0,38.0,63.0,201616MinnesotaGreenBay,201616GreenBayMinnesota
273,546,2016,16,True,SanDiego,Cleveland,17.0,20.0,37.0,201616SanDiegoCleveland,201616ClevelandSanDiego
274,548,2016,16,True,Washington,Chicago,41.0,21.0,62.0,201616WashingtonChicago,201616ChicagoWashington
275,550,2016,16,True,Atlanta,Carolina,33.0,16.0,49.0,201616AtlantaCarolina,201616CarolinaAtlanta
276,552,2016,16,True,Indianapolis,Oakland,25.0,33.0,58.0,201616IndianapolisOakland,201616OaklandIndianapolis
277,554,2016,16,True,TampaBay,NewOrleans,24.0,31.0,55.0,201616TampaBayNewOrleans,201616NewOrleansTampaBay
278,556,2016,16,True,Arizona,Seattle,34.0,31.0,65.0,201616ArizonaSeattle,201616SeattleArizona
279,558,2016,16,True,SanFrancisco,LosAngeles,22.0,21.0,43.0,201616SanFranciscoLosAngeles,201616LosAngelesSanFrancisco
280,560,2016,16,True,Cincinnati,Houston,10.0,12.0,22.0,201616CincinnatiHouston,201616HoustonCincinnati
281,562,2016,16,True,Baltimore,Pittsburgh,27.0,31.0,58.0,201616BaltimorePittsburgh,201616PittsburghBaltimore
282,564,2016,16,True,Denver,KansasCity,10.0,33.0,43.0,201616DenverKansasCity,201616KansasCityDenver
283,566,2016,16,True,Detroit,Dallas,21.0,42.0,63.0,201616DetroitDallas,201616DallasDetroit
284,568,2016,17,True,Baltimore,Cincinnati,10.0,27.0,37.0,201617BaltimoreCincinnati,201617CincinnatiBaltimore
285,570,2016,17,True,Houston,Tennessee,17.0,24.0,41.0,201617HoustonTennessee,201617TennesseeHouston
286,572,2016,17,True,Carolina,TampaBay,16.0,17.0,33.0,201617CarolinaTampaBay,201617TampaBayCarolina
287,574,2016,17,True,Jacksonville,Indianapolis,20.0,24.0,44.0,201617JacksonvilleIndianapolis,201617IndianapolisJacksonville
288,576,2016,17,True,NewEngland,Miami,35.0,14.0,49.0,201617NewEnglandMiami,201617MiamiNewEngland
289,578,2016,17,True,Chicago,Minnesota,10.0,38.0,48.0,201617ChicagoMinnesota,201617MinnesotaChicago
290,580,2016,17,True,Buffalo,NYJets,10.0,30.0,40.0,201617BuffaloNYJets,201617NYJetsBuffalo
291,582,2016,17,True,Dallas,Philadelphia,13.0,27.0,40.0,201617DallasPhiladelphia,201617PhiladelphiaDallas
292,584,2016,17,True,Cleveland,Pittsburgh,24.0,27.0,51.0,201617ClevelandPittsburgh,201617PittsburghCleveland
293,586,2016,17,True,NewOrleans,Atlanta,32.0,38.0,70.0,201617NewOrleansAtlanta,201617AtlantaNewOrleans
294,588,2016,17,True,NYGiants,Washington,19.0,10.0,29.0,201617NYGiantsWashington,201617WashingtonNYGiants
295,590,2016,17,True,Arizona,LosAngeles,44.0,6.0,50.0,201617ArizonaLosAngeles,201617LosAngelesArizona
296,592,2016,17,True,Oakland,Denver,6.0,24.0,30.0,201617OaklandDenver,201617DenverOakland
297,594,2016,17,True,KansasCity,SanDiego,37.0,27.0,64.0,201617KansasCitySanDiego,201617SanDiegoKansasCity
298,596,2016,17,True,Seattle,SanFrancisco,25.0,23.0,48.0,201617SeattleSanFrancisco,201617SanFranciscoSeattle
299,598,2016,17,True,GreenBay,Detroit,31.0,24.0,55.0,201617GreenBayDetroit,201617DetroitGreenBay
300,600,2017,1,True,KansasCity,NewEngland,42.0,27.0,69.0,20171KansasCityNewEngland,20171NewEnglandKansasCity
301,602,2017,1,True,Arizona,Detroit,23.0,35.0,58.0,20171ArizonaDetroit,20171DetroitArizona
302,604,2017,1,True,Atlanta,Chicago,23.0,17.0,40.0,20171AtlantaChicago,20171ChicagoAtlanta
303,606,2017,1,True,Baltimore,Cincinnati,20.0,0.0,20.0,20171BaltimoreCincinnati,20171CincinnatiBaltimore
304,608,2017,1,True,NYJets,Buffalo,12.0,21.0,33.0,20171NYJetsBuffalo,20171BuffaloNYJets
305,610,2017,1,True,Pittsburgh,Cleveland,21.0,18.0,39.0,20171PittsburghCleveland,20171ClevelandPittsburgh
306,612,2017,1,True,Jacksonville,Houston,29.0,7.0,36.0,20171JacksonvilleHouston,20171HoustonJacksonville
307,614,2017,1,True,Oakland,Tennessee,26.0,16.0,42.0,20171OaklandTennessee,20171TennesseeOakland
308,616,2017,1,True,Philadelphia,Washington,30.0,17.0,47.0,20171PhiladelphiaWashington,20171WashingtonPhiladelphia
309,618,2017,1,True,Indianapolis,LARams,9.0,46.0,55.0,20171IndianapolisLARams,20171LARamsIndianapolis
310,620,2017,1,True,Carolina,SanFrancisco,23.0,3.0,26.0,20171CarolinaSanFrancisco,20171SanFranciscoCarolina
311,622,2017,1,True,Seattle,GreenBay,9.0,17.0,26.0,20171SeattleGreenBay,20171GreenBaySeattle
312,624,2017,1,True,NYGiants,Dallas,3.0,19.0,22.0,20171NYGiantsDallas,20171DallasNYGiants
313,626,2017,1,True,NewOrleans,Minnesota,19.0,29.0,48.0,20171NewOrleansMinnesota,20171MinnesotaNewOrleans
314,628,2017,1,True,LAChargers,Denver,21.0,24.0,45.0,20171LAChargersDenver,20171DenverLAChargers
315,630,2017,2,True,Houston,Cincinnati,13.0,9.0,22.0,20172HoustonCincinnati,20172CincinnatiHouston
316,632,2017,2,True,Arizona,Indianapolis,16.0,13.0,29.0,20172ArizonaIndianapolis,20172IndianapolisArizona
317,634,2017,2,True,Cleveland,Baltimore,10.0,24.0,34.0,20172ClevelandBaltimore,20172BaltimoreCleveland
318,636,2017,2,True,Buffalo,Carolina,3.0,9.0,12.0,20172BuffaloCarolina,20172CarolinaBuffalo
319,638,2017,2,True,Chicago,TampaBay,7.0,29.0,36.0,20172ChicagoTampaBay,20172TampaBayChicago
320,640,2017,2,True,Tennessee,Jacksonville,37.0,16.0,53.0,20172TennesseeJacksonville,20172JacksonvilleTennessee
321,642,2017,2,True,Philadelphia,KansasCity,20.0,27.0,47.0,20172PhiladelphiaKansasCity,20172KansasCityPhiladelphia
322,644,2017,2,True,Minnesota,Pittsburgh,9.0,26.0,35.0,20172MinnesotaPittsburgh,20172PittsburghMinnesota
323,646,2017,2,True,NewEngland,NewOrleans,36.0,20.0,56.0,20172NewEnglandNewOrleans,20172NewOrleansNewEngland
324,648,2017,2,True,Miami,LAChargers,19.0,17.0,36.0,20172MiamiLAChargers,20172LAChargersMiami
325,650,2017,2,True,NYJets,Oakland,20.0,45.0,65.0,20172NYJetsOakland,20172OaklandNYJets
326,652,2017,2,True,Dallas,Denver,17.0,42.0,59.0,20172DallasDenver,20172DenverDallas
327,654,2017,2,True,Washington,LARams,27.0,20.0,47.0,20172WashingtonLARams,20172LARamsWashington
328,656,2017,2,True,SanFrancisco,Seattle,9.0,12.0,21.0,20172SanFranciscoSeattle,20172SeattleSanFrancisco
329,658,2017,2,True,GreenBay,Atlanta,23.0,34.0,57.0,20172GreenBayAtlanta,20172AtlantaGreenBay
330,660,2017,2,True,Detroit,NYGiants,24.0,10.0,34.0,20172DetroitNYGiants,20172NYGiantsDetroit
331,662,2017,3,True,LARams,SanFrancisco,41.0,39.0,80.0,20173LARamsSanFrancisco,20173SanFranciscoLARams
332,664,2017,3,True,Baltimore,Jacksonville,7.0,44.0,51.0,20173BaltimoreJacksonville,20173JacksonvilleBaltimore
333,666,2017,3,True,Atlanta,Detroit,30.0,26.0,56.0,20173AtlantaDetroit,20173DetroitAtlanta
334,668,2017,3,True,Denver,Buffalo,16.0,26.0,42.0,20173DenverBuffalo,20173BuffaloDenver
335,670,2017,3,True,NewOrleans,Carolina,34.0,13.0,47.0,20173NewOrleansCarolina,20173CarolinaNewOrleans
336,672,2017,3,True,Pittsburgh,Chicago,17.0,23.0,40.0,20173PittsburghChicago,20173ChicagoPittsburgh
337,674,2017,3,True,Cleveland,Indianapolis,28.0,31.0,59.0,20173ClevelandIndianapolis,20173IndianapolisCleveland
338,676,2017,3,True,Houston,NewEngland,33.0,36.0,69.0,20173HoustonNewEngland,20173NewEnglandHouston
339,678,2017,3,True,Miami,NYJets,6.0,20.0,26.0,20173MiamiNYJets,20173NYJetsMiami
340,680,2017,3,True,TampaBay,Minnesota,17.0,34.0,51.0,20173TampaBayMinnesota,20173MinnesotaTampaBay
341,682,2017,3,True,NYGiants,Philadelphia,24.0,27.0,51.0,20173NYGiantsPhiladelphia,20173PhiladelphiaNYGiants
342,684,2017,3,True,Seattle,Tennessee,27.0,33.0,60.0,20173SeattleTennessee,20173TennesseeSeattle
343,686,2017,3,True,Cincinnati,GreenBay,24.0,27.0,51.0,20173CincinnatiGreenBay,20173GreenBayCincinnati
344,688,2017,3,True,KansasCity,LAChargers,24.0,10.0,34.0,20173KansasCityLAChargers,20173LAChargersKansasCity
345,690,2017,3,True,Oakland,Washington,10.0,27.0,37.0,20173OaklandWashington,20173WashingtonOakland
346,692,2017,3,True,Dallas,Arizona,28.0,17.0,45.0,20173DallasArizona,20173ArizonaDallas
347,694,2017,4,True,Chicago,GreenBay,14.0,35.0,49.0,20174ChicagoGreenBay,20174GreenBayChicago
348,696,2017,4,True,NewOrleans,Miami,20.0,0.0,20.0,20174NewOrleansMiami,20174MiamiNewOrleans
349,698,2017,4,True,Buffalo,Atlanta,23.0,17.0,40.0,20174BuffaloAtlanta,20174AtlantaBuffalo
350,700,2017,4,True,Pittsburgh,Baltimore,26.0,9.0,35.0,20174PittsburghBaltimore,20174BaltimorePittsburgh
351,702,2017,4,True,Carolina,NewEngland,33.0,30.0,63.0,20174CarolinaNewEngland,20174NewEnglandCarolina
352,704,2017,4,True,Cincinnati,Cleveland,31.0,7.0,38.0,20174CincinnatiCleveland,20174ClevelandCincinnati
353,706,2017,4,True,LARams,Dallas,35.0,30.0,65.0,20174LARamsDallas,20174DallasLARams
354,708,2017,4,True,Detroit,Minnesota,14.0,7.0,21.0,20174DetroitMinnesota,20174MinnesotaDetroit
355,710,2017,4,True,Tennessee,Houston,14.0,57.0,71.0,20174TennesseeHouston,20174HoustonTennessee
356,712,2017,4,True,Jacksonville,NYJets,20.0,23.0,43.0,20174JacksonvilleNYJets,20174NYJetsJacksonville
357,714,2017,4,True,SanFrancisco,Arizona,15.0,18.0,33.0,20174SanFranciscoArizona,20174ArizonaSanFrancisco
358,716,2017,4,True,Philadelphia,LAChargers,26.0,24.0,50.0,20174PhiladelphiaLAChargers,20174LAChargersPhiladelphia
359,718,2017,4,True,NYGiants,TampaBay,23.0,25.0,48.0,20174NYGiantsTampaBay,20174TampaBayNYGiants
360,720,2017,4,True,Oakland,Denver,10.0,16.0,26.0,20174OaklandDenver,20174DenverOakland
361,722,2017,4,True,Indianapolis,Seattle,18.0,46.0,64.0,20174IndianapolisSeattle,20174SeattleIndianapolis
362,724,2017,4,True,Washington,KansasCity,20.0,29.0,49.0,20174WashingtonKansasCity,20174KansasCityWashington
363,726,2017,5,True,NewEngland,TampaBay,19.0,14.0,33.0,20175NewEnglandTampaBay,20175TampaBayNewEngland
364,728,2017,5,True,Arizona,Philadelphia,7.0,34.0,41.0,20175ArizonaPhiladelphia,20175PhiladelphiaArizona
365,730,2017,5,True,Buffalo,Cincinnati,16.0,20.0,36.0,20175BuffaloCincinnati,20175CincinnatiBuffalo
366,732,2017,5,True,Carolina,Detroit,27.0,24.0,51.0,20175CarolinaDetroit,20175DetroitCarolina
367,734,2017,5,True,NYJets,Cleveland,17.0,14.0,31.0,20175NYJetsCleveland,20175ClevelandNYJets
368,736,2017,5,True,SanFrancisco,Indianapolis,23.0,26.0,49.0,20175SanFranciscoIndianapolis,20175IndianapolisSanFrancisco
369,738,2017,5,True,Jacksonville,Pittsburgh,30.0,9.0,39.0,20175JacksonvillePittsburgh,20175PittsburghJacksonville
370,740,2017,5,True,LAChargers,NYGiants,27.0,22.0,49.0,20175LAChargersNYGiants,20175NYGiantsLAChargers
371,742,2017,5,True,Tennessee,Miami,10.0,16.0,26.0,20175TennesseeMiami,20175MiamiTennessee
372,744,2017,5,True,Baltimore,Oakland,30.0,17.0,47.0,20175BaltimoreOakland,20175OaklandBaltimore
373,746,2017,5,True,Seattle,LARams,16.0,10.0,26.0,20175SeattleLARams,20175LARamsSeattle
374,748,2017,5,True,GreenBay,Dallas,35.0,31.0,66.0,20175GreenBayDallas,20175DallasGreenBay
375,750,2017,5,True,KansasCity,Houston,42.0,34.0,76.0,20175KansasCityHouston,20175HoustonKansasCity
376,752,2017,5,True,Minnesota,Chicago,20.0,17.0,37.0,20175MinnesotaChicago,20175ChicagoMinnesota
377,754,2017,6,True,Philadelphia,Carolina,28.0,23.0,51.0,20176PhiladelphiaCarolina,20176CarolinaPhiladelphia
378,756,2017,6,True,Miami,Atlanta,20.0,17.0,37.0,20176MiamiAtlanta,20176AtlantaMiami
379,758,2017,6,True,Chicago,Baltimore,27.0,24.0,51.0,20176ChicagoBaltimore,20176BaltimoreChicago
380,760,2017,6,True,Cleveland,Houston,17.0,33.0,50.0,20176ClevelandHouston,20176HoustonCleveland
381,762,2017,6,True,Detroit,NewOrleans,38.0,52.0,90.0,20176DetroitNewOrleans,20176NewOrleansDetroit
382,764,2017,6,True,GreenBay,Minnesota,10.0,23.0,33.0,20176GreenBayMinnesota,20176MinnesotaGreenBay
383,766,2017,6,True,NewEngland,NYJets,24.0,17.0,41.0,20176NewEnglandNYJets,20176NYJetsNewEngland
384,768,2017,6,True,SanFrancisco,Washington,24.0,26.0,50.0,20176SanFranciscoWashington,20176WashingtonSanFrancisco
385,770,2017,6,True,TampaBay,Arizona,33.0,38.0,71.0,20176TampaBayArizona,20176ArizonaTampaBay
386,772,2017,6,True,LARams,Jacksonville,27.0,17.0,44.0,20176LARamsJacksonville,20176JacksonvilleLARams
387,774,2017,6,True,Pittsburgh,KansasCity,19.0,13.0,32.0,20176PittsburghKansasCity,20176KansasCityPittsburgh
388,776,2017,6,True,LAChargers,Oakland,17.0,16.0,33.0,20176LAChargersOakland,20176OaklandLAChargers
389,778,2017,6,True,NYGiants,Denver,23.0,10.0,33.0,20176NYGiantsDenver,20176DenverNYGiants
390,780,2017,6,True,Indianapolis,Tennessee,22.0,36.0,58.0,20176IndianapolisTennessee,20176TennesseeIndianapolis
391,782,2017,7,True,KansasCity,Oakland,30.0,31.0,61.0,20177KansasCityOakland,20177OaklandKansasCity
392,784,2017,7,True,Arizona,LARams,0.0,33.0,33.0,20177ArizonaLARams,20177LARamsArizona
393,786,2017,7,True,Baltimore,Minnesota,16.0,24.0,40.0,20177BaltimoreMinnesota,20177MinnesotaBaltimore
394,788,2017,7,True,TampaBay,Buffalo,27.0,30.0,57.0,20177TampaBayBuffalo,20177BuffaloTampaBay
395,790,2017,7,True,Carolina,Chicago,3.0,17.0,20.0,20177CarolinaChicago,20177ChicagoCarolina
396,792,2017,7,True,Tennessee,Cleveland,12.0,9.0,21.0,20177TennesseeCleveland,20177ClevelandTennessee
397,794,2017,7,True,NewOrleans,GreenBay,26.0,17.0,43.0,20177NewOrleansGreenBay,20177GreenBayNewOrleans
398,796,2017,7,True,Jacksonville,Indianapolis,27.0,0.0,27.0,20177JacksonvilleIndianapolis,20177IndianapolisJacksonville
399,798,2017,7,True,NYJets,Miami,28.0,31.0,59.0,20177NYJetsMiami,20177MiamiNYJets
400,800,2017,7,True,Dallas,SanFrancisco,40.0,10.0,50.0,20177DallasSanFrancisco,20177SanFranciscoDallas
401,802,2017,7,True,Cincinnati,Pittsburgh,14.0,29.0,43.0,20177CincinnatiPittsburgh,20177PittsburghCincinnati
402,804,2017,7,True,Denver,LAChargers,0.0,21.0,21.0,20177DenverLAChargers,20177LAChargersDenver
403,806,2017,7,True,Seattle,NYGiants,24.0,7.0,31.0,20177SeattleNYGiants,20177NYGiantsSeattle
404,808,2017,7,True,Atlanta,NewEngland,7.0,23.0,30.0,20177AtlantaNewEngland,20177NewEnglandAtlanta
405,810,2017,7,True,Washington,Philadelphia,24.0,34.0,58.0,20177WashingtonPhiladelphia,20177PhiladelphiaWashington
406,812,2017,8,True,Miami,Baltimore,0.0,40.0,40.0,20178MiamiBaltimore,20178BaltimoreMiami
407,814,2017,8,True,Minnesota,Cleveland,33.0,16.0,49.0,20178MinnesotaCleveland,20178ClevelandMinnesota
408,816,2017,8,True,Atlanta,NYJets,25.0,20.0,45.0,20178AtlantaNYJets,20178NYJetsAtlanta
409,818,2017,8,True,Oakland,Buffalo,14.0,34.0,48.0,20178OaklandBuffalo,20178BuffaloOakland
410,820,2017,8,True,Carolina,TampaBay,17.0,3.0,20.0,20178CarolinaTampaBay,20178TampaBayCarolina
411,822,2017,8,True,Chicago,NewOrleans,12.0,20.0,32.0,20178ChicagoNewOrleans,20178NewOrleansChicago
412,824,2017,8,True,Indianapolis,Cincinnati,23.0,24.0,47.0,20178IndianapolisCincinnati,20178CincinnatiIndianapolis
413,826,2017,8,True,LAChargers,NewEngland,13.0,21.0,34.0,20178LAChargersNewEngland,20178NewEnglandLAChargers
414,828,2017,8,True,SanFrancisco,Philadelphia,10.0,33.0,43.0,20178SanFranciscoPhiladelphia,20178PhiladelphiaSanFrancisco
415,830,2017,8,True,Houston,Seattle,38.0,41.0,79.0,20178HoustonSeattle,20178SeattleHouston
416,832,2017,8,True,Dallas,Washington,33.0,19.0,52.0,20178DallasWashington,20178WashingtonDallas
417,834,2017,8,True,Pittsburgh,Detroit,20.0,15.0,35.0,20178PittsburghDetroit,20178DetroitPittsburgh
418,836,2017,8,True,Denver,KansasCity,19.0,29.0,48.0,20178DenverKansasCity,20178KansasCityDenver
419,838,2017,9,True,Buffalo,NYJets,21.0,34.0,55.0,20179BuffaloNYJets,20179NYJetsBuffalo
420,840,2017,9,True,Atlanta,Carolina,17.0,20.0,37.0,20179AtlantaCarolina,20179CarolinaAtlanta
421,842,2017,9,True,Baltimore,Tennessee,20.0,23.0,43.0,20179BaltimoreTennessee,20179TennesseeBaltimore
422,844,2017,9,True,Cincinnati,Jacksonville,7.0,23.0,30.0,20179CincinnatiJacksonville,20179JacksonvilleCincinnati
423,846,2017,9,True,Denver,Philadelphia,23.0,51.0,74.0,20179DenverPhiladelphia,20179PhiladelphiaDenver
424,848,2017,9,True,Indianapolis,Houston,20.0,14.0,34.0,20179IndianapolisHouston,20179HoustonIndianapolis
425,850,2017,9,True,LARams,NYGiants,51.0,17.0,68.0,20179LARamsNYGiants,20179NYGiantsLARams
426,852,2017,9,True,TampaBay,NewOrleans,10.0,30.0,40.0,20179TampaBayNewOrleans,20179NewOrleansTampaBay
427,854,2017,9,True,Arizona,SanFrancisco,20.0,10.0,30.0,20179ArizonaSanFrancisco,20179SanFranciscoArizona
428,856,2017,9,True,Washington,Seattle,17.0,14.0,31.0,20179WashingtonSeattle,20179SeattleWashington
429,858,2017,9,True,KansasCity,Dallas,17.0,28.0,45.0,20179KansasCityDallas,20179DallasKansasCity
430,860,2017,9,True,Oakland,Miami,27.0,24.0,51.0,20179OaklandMiami,20179MiamiOakland
431,862,2017,9,True,Detroit,GreenBay,30.0,17.0,47.0,20179DetroitGreenBay,20179GreenBayDetroit
432,864,2017,10,True,Seattle,Arizona,22.0,16.0,38.0,201710SeattleArizona,201710ArizonaSeattle
433,866,2017,10,True,NewOrleans,Buffalo,47.0,10.0,57.0,201710NewOrleansBuffalo,201710BuffaloNewOrleans
434,868,2017,10,True,GreenBay,Chicago,23.0,16.0,39.0,201710GreenBayChicago,201710ChicagoGreenBay
435,870,2017,10,True,Cincinnati,Tennessee,20.0,24.0,44.0,201710CincinnatiTennessee,201710TennesseeCincinnati
436,872,2017,10,True,Cleveland,Detroit,24.0,38.0,62.0,201710ClevelandDetroit,201710DetroitCleveland
437,874,2017,10,True,Pittsburgh,Indianapolis,20.0,17.0,37.0,201710PittsburghIndianapolis,201710IndianapolisPittsburgh
438,876,2017,10,True,LAChargers,Jacksonville,17.0,20.0,37.0,201710LAChargersJacksonville,201710JacksonvilleLAChargers
439,878,2017,10,True,Minnesota,Washington,38.0,30.0,68.0,201710MinnesotaWashington,201710WashingtonMinnesota
440,880,2017,10,True,NYJets,TampaBay,10.0,15.0,25.0,201710NYJetsTampaBay,201710TampaBayNYJets
441,882,2017,10,True,Houston,LARams,7.0,33.0,40.0,201710HoustonLARams,201710LARamsHouston
442,884,2017,10,True,Dallas,Atlanta,7.0,27.0,34.0,201710DallasAtlanta,201710AtlantaDallas
443,886,2017,10,True,NYGiants,SanFrancisco,21.0,31.0,52.0,201710NYGiantsSanFrancisco,201710SanFranciscoNYGiants
444,888,2017,10,True,NewEngland,Denver,41.0,16.0,57.0,201710NewEnglandDenver,201710DenverNewEngland
445,890,2017,10,True,Miami,Carolina,21.0,45.0,66.0,201710MiamiCarolina,201710CarolinaMiami
446,892,2017,11,True,Tennessee,Pittsburgh,17.0,40.0,57.0,201711TennesseePittsburgh,201711PittsburghTennessee
447,894,2017,11,True,TampaBay,Miami,30.0,20.0,50.0,201711TampaBayMiami,201711MiamiTampaBay
448,896,2017,11,True,Arizona,Houston,21.0,31.0,52.0,201711ArizonaHouston,201711HoustonArizona
449,898,2017,11,True,Baltimore,GreenBay,23.0,0.0,23.0,201711BaltimoreGreenBay,201711GreenBayBaltimore
450,900,2017,11,True,Detroit,Chicago,27.0,24.0,51.0,201711DetroitChicago,201711ChicagoDetroit
451,902,2017,11,True,Jacksonville,Cleveland,19.0,7.0,26.0,201711JacksonvilleCleveland,201711ClevelandJacksonville
452,904,2017,11,True,KansasCity,NYGiants,9.0,12.0,21.0,201711KansasCityNYGiants,201711NYGiantsKansasCity
453,906,2017,11,True,LARams,Minnesota,7.0,24.0,31.0,201711LARamsMinnesota,201711MinnesotaLARams
454,908,2017,11,True,Washington,NewOrleans,31.0,34.0,65.0,201711WashingtonNewOrleans,201711NewOrleansWashington
455,910,2017,11,True,Buffalo,LAChargers,24.0,54.0,78.0,201711BuffaloLAChargers,201711LAChargersBuffalo
456,912,2017,11,True,Cincinnati,Denver,20.0,17.0,37.0,201711CincinnatiDenver,201711DenverCincinnati
457,914,2017,11,True,NewEngland,Oakland,33.0,8.0,41.0,201711NewEnglandOakland,201711OaklandNewEngland
458,916,2017,11,True,Philadelphia,Dallas,37.0,9.0,46.0,201711PhiladelphiaDallas,201711DallasPhiladelphia
459,918,2017,11,True,Atlanta,Seattle,34.0,31.0,65.0,201711AtlantaSeattle,201711SeattleAtlanta
